"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia LA MAR",,,,,,,,,
"Hogares (001)",21407,349,202,175,146,125,86,141,20183
"Ocupantes presentes (002)",83157,985,583,569,574,599,468,973,78406
"Casa independiente",,,,,,,,,
"Hogares (004)",18780,312,174,157,134,119,72,122,17690
"Ocupantes presentes (005)",73707,881,502,513,527,577,399,853,69455
"Departamento en edificio",,,,,,,,,
"Hogares (007)",44,2,,2,,,,,40
"Ocupantes presentes (008)",116,3,,6,,,,,107
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",171,5,5,4,3,,2,4,148
"Ocupantes presentes (011)",580,20,18,13,10,,7,28,484
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",118,4,3,3,,,2,2,104
"Ocupantes presentes (014)",399,19,7,7,,,8,3,355
"Choza o cabaña",,,,,,,,,
"Hogares (016)",2188,24,18,9,6,6,8,11,2106
"Ocupantes presentes (017)",7991,56,53,30,25,22,41,75,7689
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",43,1,,,1,,1,,40
"Ocupantes presentes (020)",182,4,,,4,,6,,168
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",49,1,1,,2,,1,2,42
"Ocupantes presentes (023)",140,2,1,,8,,7,14,108
"Otro tipo",,,,,,,,,
"Hogares (025)",14,,1,,,,,,13
"Ocupantes presentes (026)",42,,2,,,,,,40
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",8500,210,135,114,87,82,52,77,7743
"Ocupantes presentes (029)",33800,636,410,379,333,412,288,505,30837
"Casa independiente",,,,,,,,,
"Hogares (031)",8072,197,125,105,81,82,46,69,7367
"Ocupantes presentes (032)",32371,588,382,353,311,412,260,460,29605
"Departamento en edificio",,,,,,,,,
"Hogares (034)",44,2,,2,,,,,40
"Ocupantes presentes (035)",116,3,,6,,,,,107
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",171,5,5,4,3,,2,4,148
"Ocupantes presentes (038)",580,20,18,13,10,,7,28,484
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",118,4,3,3,,,2,2,104
"Ocupantes presentes (041)",399,19,7,7,,,8,3,355
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",43,1,,,1,,1,,40
"Ocupantes presentes (047)",182,4,,,4,,6,,168
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",40,1,1,,2,,1,2,33
"Ocupantes presentes (050)",117,2,1,,8,,7,14,85
"Otro tipo",,,,,,,,,
"Hogares (052)",12,,1,,,,,,11
"Ocupantes presentes (053)",35,,2,,,,,,33
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",12907,139,67,61,59,43,34,64,12440
"Ocupantes presentes (056)",49357,349,173,190,241,187,180,468,47569
"Casa independiente",,,,,,,,,
"Hogares (058)",10708,115,49,52,53,37,26,53,10323
"Ocupantes presentes (059)",41336,293,120,160,216,165,139,393,39850
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",2188,24,18,9,6,6,8,11,2106
"Ocupantes presentes (071)",7991,56,53,30,25,22,41,75,7689
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",9,,,,,,,,9
"Ocupantes presentes (077)",23,,,,,,,,23
"Otro tipo",,,,,,,,,
"Hogares (079)",2,,,,,,,,2
"Ocupantes presentes (080)",7,,,,,,,,7
