"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PICOTA (000)",14767,519,5059,5181,3290,718
"Empleado (001)",1365,6,432,634,279,14
"Obrero (002)",2924,64,1166,1037,565,92
"Trabajador independiente (003)",7109,85,1903,2699,1918,504
"Empleador o patrono (004)",387,,96,159,119,13
"Trabajador familiar no remunerado (005)",2111,324,1059,403,266,59
"Trabajador del hogar (006)",546,24,241,161,94,26
"Desocupado (008)",325,16,162,88,49,10
"Hombres (009)",11246,403,3836,3871,2568,568
"Empleado (010)",838,4,236,383,205,10
"Obrero (011)",2561,58,1031,901,495,76
"Trabajador independiente (012)",5984,66,1586,2241,1646,445
"Empleador o patrono (013)",345,,89,142,104,10
"Trabajador familiar no remunerado (014)",1253,257,772,132,75,17
"Trabajador del hogar (015)",23,5,10,4,2,2
"Desocupado (017)",242,13,112,68,41,8
"Mujeres (018)",3521,116,1223,1310,722,150
"Empleado (019)",527,2,196,251,74,4
"Obrero (020)",363,6,135,136,70,16
"Trabajador independiente (021)",1125,19,317,458,272,59
"Empleador o patrono (022)",42,,7,17,15,3
"Trabajador familiar no remunerado (023)",858,67,287,271,191,42
"Trabajador del hogar (024)",523,19,231,157,92,24
"Desocupado (026)",83,3,50,20,8,2
,,,,,,
"URBANA (027)",9344,265,2898,3505,2215,461
"Empleado (028)",1242,6,389,580,256,11
"Obrero (029)",1894,37,700,721,382,54
"Trabajador independiente (030)",4162,52,946,1638,1205,321
"Empleador o patrono (031)",222,,51,98,69,4
"Trabajador familiar no remunerado (032)",1064,139,472,241,175,37
"Trabajador del hogar (033)",484,20,207,147,86,24
"Desocupado (035)",276,11,133,80,42,10
"Hombres (036)",6683,197,2030,2452,1651,353
"Empleado (037)",759,4,207,349,190,9
"Obrero (038)",1642,34,609,621,331,47
"Trabajador independiente (039)",3282,38,728,1257,983,276
"Empleador o patrono (040)",189,,48,82,57,2
"Trabajador familiar no remunerado (041)",586,108,337,77,54,10
"Trabajador del hogar (042)",17,3,8,4,1,1
"Desocupado (044)",208,10,93,62,35,8
"Mujeres (045)",2661,68,868,1053,564,108
"Empleado (046)",483,2,182,231,66,2
"Obrero (047)",252,3,91,100,51,7
"Trabajador independiente (048)",880,14,218,381,222,45
"Empleador o patrono (049)",33,,3,16,12,2
"Trabajador familiar no remunerado (050)",478,31,135,164,121,27
"Trabajador del hogar (051)",467,17,199,143,85,23
"Desocupado (053)",68,1,40,18,7,2
,,,,,,
"RURAL (054)",5423,254,2161,1676,1075,257
"Empleado (055)",123,,43,54,23,3
"Obrero (056)",1030,27,466,316,183,38
"Trabajador independiente (057)",2947,33,957,1061,713,183
"Empleador o patrono (058)",165,,45,61,50,9
"Trabajador familiar no remunerado (059)",1047,185,587,162,91,22
"Trabajador del hogar (060)",62,4,34,14,8,2
"Desocupado (062)",49,5,29,8,7,
"Hombres (063)",4563,206,1806,1419,917,215
"Empleado (064)",79,,29,34,15,1
"Obrero (065)",919,24,422,280,164,29
"Trabajador independiente (066)",2702,28,858,984,663,169
"Empleador o patrono (067)",156,,41,60,47,8
"Trabajador familiar no remunerado (068)",667,149,435,55,21,7
"Trabajador del hogar (069)",6,2,2,,1,1
"Desocupado (071)",34,3,19,6,6,
"Mujeres (072)",860,48,355,257,158,42
"Empleado (073)",44,,14,20,8,2
"Obrero (074)",111,3,44,36,19,9
"Trabajador independiente (075)",245,5,99,77,50,14
"Empleador o patrono (076)",9,,4,1,3,1
"Trabajador familiar no remunerado (077)",380,36,152,107,70,15
"Trabajador del hogar (078)",56,2,32,14,7,1
"Desocupado (080)",15,2,10,2,1,
