"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia CONDESUYOS (000)",1845,209,1636
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",30,20,10
"Casa pensión (003)",2,2,
"Hospital, clinica (004)",17,17,
"Aldea infantil, orfelinato, etc (007)",52,52,
"Otro (008)",1709,93,1616
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",35,25,10
