"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia MARISCAL LUZURIAGA",,,
"Viviendas particulares (001)",5380,1965,3415
"Ocupantes presentes (002)",23182,8533,14649
"Casa independiente",,,
"Viviendas particulares (004)",5332,1962,3370
"Ocupantes presentes (005)",22993,8518,14475
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (016)",46,2,44
"Ocupantes presentes (017)",181,12,169
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",2,1,1
"Ocupantes presentes (023)",8,3,5
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",689,562,127
"Ocupantes presentes (029)",2761,2353,408
"Casa independiente",,,
"Viviendas particulares (031)",688,561,127
"Ocupantes presentes (032)",2758,2350,408
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",1,1,
"Ocupantes presentes (050)",3,3,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",4691,1403,3288
"Ocupantes presentes (056)",20421,6180,14241
"Casa independiente",,,
"Viviendas particulares (058)",4644,1401,3243
"Ocupantes presentes (059)",20235,6168,14067
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",46,2,44
"Ocupantes presentes (071)",181,12,169
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,,1
"Ocupantes presentes (077)",5,,5
"Otro tipo",,,
