"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ASUNCION (000)",3467,11514,9696,,137,84.2,1.2
"De 12 a 14 años (001)",358,,,,,,
"De 15 a 19 años (002)",411,46,45,11,97.8,23.9,
"De 20 a 24 años (003)",313,298,286,40,96,13.4,
"De 25 a 29 años (004)",290,543,525,23,96.7,4.2,
"De 30 a 34 años (005)",304,804,763,35,94.9,4.4,
"De 35 a 39 años (006)",299,1128,1073,23,95.1,2,
"De 40 a 44 años (007)",222,1035,952,3,92,0.3,
"De 45 a 49 años (008)",204,1179,1051,2,89.1,0.2,
"De 50 y más años (009)",1066,6481,5001,,77.2,,
"PEA (010)",598,1727,1528,31,88.5,1.8,
"De 12 a 14 años (011)",7,,,,,,
"De 15 a 19 años (012)",32,8,8,,100,,
"De 20 a 24 años (013)",75,66,62,8,93.9,12.1,
"De 25 a 29 años (014)",87,123,119,5,96.7,4.1,
"De 30 a 34 años (015)",97,180,174,7,96.7,3.9,
"De 35 a 39 años (016)",87,250,241,9,96.4,3.6,
"De 40 a 44 años (017)",54,221,208,1,94.1,0.5,
"De 45 a 49 años (018)",46,203,187,1,92.1,0.5,
"De 50 y más años (019)",113,676,529,,78.3,,
"Ocupada (020)",583,1688,1491,26,88.3,1.5,
"De 12 a 14 años (021)",7,,,,,,
"De 15 a 19 años (022)",32,8,8,,100,,
"De 20 a 24 años (023)",72,62,58,7,93.5,11.3,
"De 25 a 29 años (024)",83,120,116,5,96.7,4.2,
"De 30 a 34 años (025)",96,180,174,7,96.7,3.9,
"De 35 a 39 años (026)",83,233,226,6,97,2.6,
"De 40 a 44 años (027)",53,214,201,,93.9,,
"De 45 a 49 años (028)",46,203,187,1,92.1,0.5,
"De 50 y más años (029)",111,668,521,,78,,
"Desocupada (030)",15,39,37,5,94.9,12.8,
"De 20 a 24 años (033)",3,4,4,1,100,25,
"De 25 a 29 años (034)",4,3,3,,100,,
"De 30 a 34 años (035)",1,,,,,,
"De 35 a 39 años (036)",4,17,15,3,88.2,17.6,
"De 40 a 44 años (037)",1,7,7,1,100,14.3,
"De 50 y más años (039)",2,8,8,,100,,
"No PEA (040)",2869,9787,8168,106,83.5,1.1,
"De 12 a 14 años (041)",351,,,,,,
"De 15 a 19 años (042)",379,38,37,11,97.4,28.9,
