"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",164,1,72,52,29,10
"Sin nivel (001)",5,,,1,2,2
"Primaria (003)",41,,9,13,13,6
"Secundaria (004)",86,1,46,29,9,1
"Superior no univ. incompleta (005)",15,,9,4,2,
"Superior no univ. completa (006)",8,,6,1,1,
"Superior univ. incompleta (007)",3,,,2,1,
"Superior univ. completa (008)",6,,2,2,1,1
"Hombres (010)",131,1,52,43,25,10
"Sin nivel (011)",5,,,1,2,2
"Primaria (013)",33,,8,9,10,6
"Secundaria (014)",69,1,33,26,8,1
"Superior no univ. incompleta (015)",12,,7,3,2,
"Superior no univ. completa (016)",4,,2,1,1,
"Superior univ. incompleta (017)",2,,,1,1,
"Superior univ. completa (018)",6,,2,2,1,1
"Mujeres (020)",33,,20,9,4,
"Primaria (023)",8,,1,4,3,
"Secundaria (024)",17,,13,3,1,
"Superior no univ. incompleta (025)",3,,2,1,,
"Superior no univ. completa (026)",4,,4,,,
"Superior univ. incompleta (027)",1,,,1,,
,,,,,,
"Area Urbana (030)",73,1,38,17,12,5
"Sin nivel (031)",1,,,,1,
"Primaria (033)",7,,1,1,2,3
"Secundaria (034)",43,1,23,13,5,1
"Superior no univ. incompleta (035)",11,,7,2,2,
"Superior no univ. completa (036)",7,,6,,1,
"Superior univ. incompleta (037)",1,,,,1,
"Superior univ. completa (038)",3,,1,1,,1
"Hombres (040)",57,1,24,16,11,5
"Sin nivel (041)",1,,,,1,
"Primaria (043)",6,,,1,2,3
"Secundaria (044)",34,1,16,12,4,1
"Superior no univ. incompleta (045)",9,,5,2,2,
"Superior no univ. completa (046)",3,,2,,1,
"Superior univ. incompleta (047)",1,,,,1,
"Superior univ. completa (048)",3,,1,1,,1
"Mujeres (050)",16,,14,1,1,
"Primaria (053)",1,,1,,,
"Secundaria (054)",9,,7,1,1,
"Superior no univ. incompleta (055)",2,,2,,,
"Superior no univ. completa (056)",4,,4,,,
,,,,,,
"Area Rural (060)",91,,34,35,17,5
"Sin nivel (061)",4,,,1,1,2
"Primaria (063)",34,,8,12,11,3
"Secundaria (064)",43,,23,16,4,
"Superior no univ. incompleta (065)",4,,2,2,,
"Superior no univ. completa (066)",1,,,1,,
"Superior univ. incompleta (067)",2,,,2,,
"Superior univ. completa (068)",3,,1,1,1,
"Hombres (070)",74,,28,27,14,5
"Sin nivel (071)",4,,,1,1,2
"Primaria (073)",27,,8,8,8,3
"Secundaria (074)",35,,17,14,4,
"Superior no univ. incompleta (075)",3,,2,1,,
"Superior no univ. completa (076)",1,,,1,,
"Superior univ. incompleta (077)",1,,,1,,
"Superior univ. completa (078)",3,,1,1,1,
"Mujeres (080)",17,,6,8,3,
"Primaria (083)",7,,,4,3,
"Secundaria (084)",8,,6,2,,
"Superior no univ. incompleta (085)",1,,,1,,
"Superior univ. incompleta (087)",1,,,1,,
