"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUARAZ (000)",113088,15082,22346,24379,18440,13217,19624
"Conviviente (001)",25086,239,4704,10057,5854,2499,1733
"Separado(a) (002)",4198,16,412,1021,1078,818,853
"Casado(a) (003)",35210,34,645,5407,8865,8263,11996
"Viudo(a) (004)",4711,1,19,98,223,476,3894
"Divorciado(a) (005)",461,,13,47,105,114,182
"Soltero(a) (006)",43422,14792,16553,7749,2315,1047,966
"Hombres (008)",54753,7600,10978,11815,8892,6241,9227
"Conviviente (009)",12209,106,1688,4876,3160,1393,986
"Separado(a) (010)",915,5,55,193,248,176,238
"Casado(a) (011)",17293,15,218,2250,4160,4072,6578
"Viudo(a) (012)",1137,1,4,17,51,93,971
"Divorciado(a) (013)",166,,3,13,40,45,65
"Soltero(a) (014)",23033,7473,9010,4466,1233,462,389
"Mujeres (016)",58335,7482,11368,12564,9548,6976,10397
"Conviviente (017)",12877,133,3016,5181,2694,1106,747
"Separado(a) (018)",3283,11,357,828,830,642,615
"Casado(a) (019)",17917,19,427,3157,4705,4191,5418
"Viudo(a) (020)",3574,,15,81,172,383,2923
"Divorciado(a) (021)",295,,10,34,65,69,117
"Soltero(a) (022)",20389,7319,7543,3283,1082,585,577
,,,,,,,
"URBANA (024)",85219,10681,17257,19413,14335,10018,13515
"Conviviente (025)",18663,170,3290,7654,4516,1884,1149
"Separado(a) (026)",3270,10,280,777,883,666,654
"Casado(a) (027)",25713,24,444,4106,6740,6158,8241
"Viudo(a) (028)",3128,1,15,66,155,322,2569
"Divorciado(a) (029)",408,,7,43,97,105,156
"Soltero(a) (030)",34037,10476,13221,6767,1944,883,746
"Hombres (032)",41037,5311,8404,9322,6882,4719,6399
"Conviviente (033)",9051,84,1159,3635,2442,1063,668
"Separado(a) (034)",765,5,46,165,214,148,187
"Casado(a) (035)",12559,11,147,1661,3143,3028,4569
"Viudo(a) (036)",722,1,4,12,32,50,623
"Divorciado(a) (037)",145,,3,11,38,39,54
"Soltero(a) (038)",17795,5210,7045,3838,1013,391,298
"Mujeres (040)",44182,5370,8853,10091,7453,5299,7116
"Conviviente (041)",9612,86,2131,4019,2074,821,481
"Separado(a) (042)",2505,5,234,612,669,518,467
"Casado(a) (043)",13154,13,297,2445,3597,3130,3672
"Viudo(a) (044)",2406,,11,54,123,272,1946
"Divorciado(a) (045)",263,,4,32,59,66,102
"Soltero(a) (046)",16242,5266,6176,2929,931,492,448
,,,,,,,
"RURAL (048)",27869,4401,5089,4966,4105,3199,6109
"Conviviente (049)",6423,69,1414,2403,1338,615,584
"Separado(a) (050)",928,6,132,244,195,152,199
"Casado(a) (051)",9497,10,201,1301,2125,2105,3755
"Viudo(a) (052)",1583,,4,32,68,154,1325
"Divorciado(a) (053)",53,,6,4,8,9,26
"Soltero(a) (054)",9385,4316,3332,982,371,164,220
"Hombres (056)",13716,2289,2574,2493,2010,1522,2828
"Conviviente (057)",3158,22,529,1241,718,330,318
"Separado(a) (058)",150,,9,28,34,28,51
"Casado(a) (059)",4734,4,71,589,1017,1044,2009
"Viudo(a) (060)",415,,,5,19,43,348
"Divorciado(a) (061)",21,,,2,2,6,11
"Soltero(a) (062)",5238,2263,1965,628,220,71,91
"Mujeres (064)",14153,2112,2515,2473,2095,1677,3281
"Conviviente (065)",3265,47,885,1162,620,285,266
"Separado(a) (066)",778,6,123,216,161,124,148
"Casado(a) (067)",4763,6,130,712,1108,1061,1746
"Viudo(a) (068)",1168,,4,27,49,111,977
"Divorciado(a) (069)",32,,6,2,6,3,15
"Soltero(a) (070)",4147,2053,1367,354,151,93,129
