"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia TALARA",,,,,,,
"Hogares (001)",30891,2263,321,397,684,746,26931
"Ocupantes presentes (002)",127209,9569,1365,2085,3205,3532,109540
"Casa independiente",,,,,,,
"Hogares (004)",30228,2217,315,390,679,738,26333
"Ocupantes presentes (005)",124972,9413,1345,2059,3193,3494,107530
"Departamento en edificio",,,,,,,
"Hogares (007)",173,14,1,1,1,3,154
"Ocupantes presentes (008)",503,28,2,4,3,15,453
"Vivienda en quinta",,,,,,,
"Hogares (010)",35,4,,1,,,30
"Ocupantes presentes (011)",137,15,,5,,,117
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",85,5,1,1,,4,76
"Ocupantes presentes (014)",343,35,6,6,,20,288
"Choza o cabaña",,,,,,,
"Hogares (016)",92,1,1,1,,,90
"Ocupantes presentes (017)",319,5,5,5,,,309
"Vivienda improvisada",,,,,,,
"Hogares (019)",215,13,1,2,3,1,197
"Ocupantes presentes (020)",784,52,2,4,5,3,722
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",53,8,2,1,1,,42
"Ocupantes presentes (023)",129,18,5,2,4,,102
"Otro tipo",,,,,,,
"Hogares (025)",10,1,,,,,9
"Ocupantes presentes (026)",22,3,,,,,19
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",30295,2260,318,394,679,733,26361
"Ocupantes presentes (029)",125021,9557,1347,2067,3189,3475,107468
"Casa independiente",,,,,,,
"Hogares (031)",29725,2215,313,388,674,725,25854
"Ocupantes presentes (032)",123107,9406,1332,2046,3177,3437,105771
"Departamento en edificio",,,,,,,
"Hogares (034)",173,14,1,1,1,3,154
"Ocupantes presentes (035)",503,28,2,4,3,15,453
"Vivienda en quinta",,,,,,,
"Hogares (037)",35,4,,1,,,30
"Ocupantes presentes (038)",137,15,,5,,,117
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",85,5,1,1,,4,76
"Ocupantes presentes (041)",343,35,6,6,,20,288
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Hogares (046)",215,13,1,2,3,1,197
"Ocupantes presentes (047)",784,52,2,4,5,3,722
"Local no dest.para hab. humana",,,,,,,
"Hogares (049)",53,8,2,1,1,,42
"Ocupantes presentes (050)",129,18,5,2,4,,102
"Otro tipo",,,,,,,
"Hogares (052)",9,1,,,,,8
"Ocupantes presentes (053)",18,3,,,,,15
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",596,3,3,3,5,13,570
"Ocupantes presentes (056)",2188,12,18,18,16,57,2072
"Casa independiente",,,,,,,
"Hogares (058)",503,2,2,2,5,13,479
"Ocupantes presentes (059)",1865,7,13,13,16,57,1759
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",92,1,1,1,,,90
"Ocupantes presentes (071)",319,5,5,5,,,309
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
"Hogares (079)",1,,,,,,1
"Ocupantes presentes (080)",4,,,,,,4
