"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia TARMA (000)",55592,29123,1133,788,22952,515,35,154,4,888
"Hombres (001)",19202,14435,746,435,2693,268,21,95,4,505
"Mujeres (002)",36390,14688,387,353,20259,247,14,59,,383
"De 06 a 14 años (003)",21025,20147,,,482,145,4,21,,226
"Hombres (004)",10523,10158,,,157,83,4,14,,107
"Mujeres (005)",10502,9989,,,325,62,,7,,119
"De 15 a 29 años (006)",15503,8776,27,72,6352,,7,34,4,231
"Hombres (007)",5113,4201,11,28,707,,4,19,4,139
"Mujeres (008)",10390,4575,16,44,5645,,3,15,,92
"De 30 a 44 años (009)",7039,156,37,118,6553,,15,27,,133
"Hombres (010)",759,61,19,57,523,,7,15,,77
"Mujeres (011)",6280,95,18,61,6030,,8,12,,56
"De 45 a 64 años (012)",6402,36,288,226,5667,15,7,28,,135
"Hombres (013)",957,14,167,124,535,8,4,19,,86
"Mujeres (014)",5445,22,121,102,5132,7,3,9,,49
"De 65 y más años (015)",5623,8,781,372,3898,355,2,44,,163
"Hombres (016)",1850,1,549,226,771,177,2,28,,96
"Mujeres (017)",3773,7,232,146,3127,178,,16,,67
,,,,,,,,,,
"AREA URBANA (018)",35801,19191,1019,626,13878,316,26,87,2,656
"Hombres (019)",13125,9493,650,337,2048,155,13,52,2,375
"Mujeres (020)",22676,9698,369,289,11830,161,13,35,,281
"De 06 a 14 años (021)",13186,12689,,,274,83,1,13,,126
"Hombres (022)",6643,6423,,,113,45,1,8,,53
"Mujeres (023)",6543,6266,,,161,38,,5,,73
"De 15 a 29 años (024)",10288,6338,26,64,3641,,5,20,2,192
"Hombres (025)",3699,2998,10,26,527,,2,12,2,122
"Mujeres (026)",6589,3340,16,38,3114,,3,8,,70
"De 30 a 44 años (027)",4433,131,33,110,4016,,12,13,,118
"Hombres (028)",616,57,15,56,410,,5,8,,65
"Mujeres (029)",3817,74,18,54,3606,,7,5,,53
"De 45 a 64 años (030)",4117,28,264,189,3491,12,7,14,,112
"Hombres (031)",787,14,150,100,432,7,4,8,,72
"Mujeres (032)",3330,14,114,89,3059,5,3,6,,40
"De 65 y más años (033)",3777,5,696,263,2456,221,1,27,,108
"Hombres (034)",1380,1,475,155,566,103,1,16,,63
"Mujeres (035)",2397,4,221,108,1890,118,,11,,45
,,,,,,,,,,
"AREA RURAL (036)",19791,9932,114,162,9074,199,9,67,2,232
"Hombres (037)",6077,4942,96,98,645,113,8,43,2,130
"Mujeres (038)",13714,4990,18,64,8429,86,1,24,,102
"De 06 a 14 años (039)",7839,7458,,,208,62,3,8,,100
"Hombres (040)",3880,3735,,,44,38,3,6,,54
"Mujeres (041)",3959,3723,,,164,24,,2,,46
"De 15 a 29 años (042)",5215,2438,1,8,2711,,2,14,2,39
"Hombres (043)",1414,1203,1,2,180,,2,7,2,17
"Mujeres (044)",3801,1235,,6,2531,,,7,,22
"De 30 a 44 años (045)",2606,25,4,8,2537,,3,14,,15
"Hombres (046)",143,4,4,1,113,,2,7,,12
"Mujeres (047)",2463,21,,7,2424,,1,7,,3
"De 45 a 64 años (048)",2285,8,24,37,2176,3,,14,,23
"Hombres (049)",170,,17,24,103,1,,11,,14
"Mujeres (050)",2115,8,7,13,2073,2,,3,,9
"De 65 y más años (051)",1846,3,85,109,1442,134,1,17,,55
"Hombres (052)",470,,74,71,205,74,1,12,,33
"Mujeres (053)",1376,3,11,38,1237,60,,5,,22
