"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia REQUENA (000)",64780,2064,25786,16602,10481,7198,2649
"Jefe o Jefa (001)",12253,,35,2147,4798,3933,1340
"Esposa(o) / compañera(o) (002)",9190,,27,2798,3576,2304,485
"Hijo(a) / hijastro(a) (003)",30521,1348,19984,8126,947,115,1
"Yerno / nuera (004)",1394,,30,1024,298,40,2
"Nieto(a) (005)",4378,501,3420,433,23,1,
"Padres / suegros (006)",860,,,,25,257,578
"Otro(a) pariente (007)",4925,196,2088,1494,566,385,196
"Trabajador(a) del hogar (008)",147,,12,95,22,13,5
"Pensionistas (009)",110,,4,45,37,18,6
"Otro(a) no pariente (010)",1002,19,186,440,189,132,36
"Hombres (011)",33818,1059,13219,8380,5533,4061,1566
"Jefe o Jefa (012)",10242,,23,1702,4011,3377,1129
"Esposa(o) / compañera(o) (013)",396,,11,125,145,89,26
"Hijo(a) / hijastro(a) (014)",16275,692,10229,4708,570,75,1
"Yerno / nuera (015)",614,,7,362,214,30,1
"Nieto(a) (016)",2317,260,1779,259,18,1,
"Padres / suegros (017)",391,,,,8,114,269
"Otro(a) pariente (018)",2767,96,1068,867,382,251,103
"Trabajador(a) del hogar (019)",39,,2,19,10,6,2
"Pensionistas (020)",82,,1,35,27,15,4
"Otro(a) no pariente (021)",695,11,99,303,148,103,31
"Mujeres (022)",30962,1005,12567,8222,4948,3137,1083
"Jefe o Jefa (023)",2011,,12,445,787,556,211
"Esposa(o) / compañera(o) (024)",8794,,16,2673,3431,2215,459
"Hijo(a) / hijastro(a) (025)",14246,656,9755,3418,377,40,
"Yerno / nuera (026)",780,,23,662,84,10,1
"Nieto(a) (027)",2061,241,1641,174,5,,
"Padres / suegros (028)",469,,,,17,143,309
"Otro(a) pariente (029)",2158,100,1020,627,184,134,93
"Trabajador(a) del hogar (030)",108,,10,76,12,7,3
"Pensionistas (031)",28,,3,10,10,3,2
"Otro(a) no pariente (032)",307,8,87,137,41,29,5
,,,,,,,
"URBANA (033)",36704,1010,14112,9808,6109,4177,1488
"Jefe o Jefa (034)",6875,,20,1056,2727,2327,745
"Esposa(o) / compañera(o) (035)",4971,,16,1253,2085,1344,273
"Hijo(a) / hijastro(a) (036)",17182,606,10534,5320,648,73,1
"Yerno / nuera (037)",874,,13,627,204,28,2
"Nieto(a) (038)",2852,291,2232,309,19,1,
"Padres / suegros (039)",481,,,,12,127,342
"Otro(a) pariente (040)",2863,104,1183,945,314,208,109
"Trabajador(a) del hogar (041)",93,,11,64,8,8,2
"Pensionistas (042)",66,,3,31,18,10,4
"Otro(a) no pariente (043)",447,9,100,203,74,51,10
"Hombres (044)",18848,527,7255,4882,3037,2303,844
"Jefe o Jefa (045)",5397,,13,731,2119,1926,608
"Esposa(o) / compañera(o) (046)",316,,8,96,117,74,21
"Hijo(a) / hijastro(a) (047)",9085,321,5379,2987,354,43,1
"Yerno / nuera (048)",383,,4,209,146,23,1
"Nieto(a) (049)",1533,152,1195,171,14,1,
"Padres / suegros (050)",203,,,,5,55,143
"Otro(a) pariente (051)",1577,49,596,534,209,131,58
"Trabajador(a) del hogar (052)",18,,1,7,5,4,1
"Pensionistas (053)",46,,1,22,13,8,2
"Otro(a) no pariente (054)",290,5,58,125,55,38,9
"Mujeres (055)",17856,483,6857,4926,3072,1874,644
"Jefe o Jefa (056)",1478,,7,325,608,401,137
"Esposa(o) / compañera(o) (057)",4655,,8,1157,1968,1270,252
"Hijo(a) / hijastro(a) (058)",8097,285,5155,2333,294,30,
"Yerno / nuera (059)",491,,9,418,58,5,1
"Nieto(a) (060)",1319,139,1037,138,5,,
"Padres / suegros (061)",278,,,,7,72,199
"Otro(a) pariente (062)",1286,55,587,411,105,77,51
"Trabajador(a) del hogar (063)",75,,10,57,3,4,1
"Pensionistas (064)",20,,2,9,5,2,2
"Otro(a) no pariente (065)",157,4,42,78,19,13,1
,,,,,,,
"RURAL (066)",28076,1054,11674,6794,4372,3021,1161
"Jefe o Jefa (067)",5378,,15,1091,2071,1606,595
"Esposa(o) / compañera(o) (068)",4219,,11,1545,1491,960,212
"Hijo(a) / hijastro(a) (069)",13339,742,9450,2806,299,42,
"Yerno / nuera (070)",520,,17,397,94,12,
"Nieto(a) (071)",1526,210,1188,124,4,,
"Padres / suegros (072)",379,,,,13,130,236
"Otro(a) pariente (073)",2062,92,905,549,252,177,87
"Trabajador(a) del hogar (074)",54,,1,31,14,5,3
"Pensionistas (075)",44,,1,14,19,8,2
"Otro(a) no pariente (076)",555,10,86,237,115,81,26
"Hombres (077)",14970,532,5964,3498,2496,1758,722
"Jefe o Jefa (078)",4845,,10,971,1892,1451,521
"Esposa(o) / compañera(o) (079)",80,,3,29,28,15,5
"Hijo(a) / hijastro(a) (080)",7190,371,4850,1721,216,32,
"Yerno / nuera (081)",231,,3,153,68,7,
"Nieto(a) (082)",784,108,584,88,4,,
"Padres / suegros (083)",188,,,,3,59,126
"Otro(a) pariente (084)",1190,47,472,333,173,120,45
"Trabajador(a) del hogar (085)",21,,1,12,5,2,1
"Pensionistas (086)",36,,,13,14,7,2
"Otro(a) no pariente (087)",405,6,41,178,93,65,22
"Mujeres (088)",13106,522,5710,3296,1876,1263,439
"Jefe o Jefa (089)",533,,5,120,179,155,74
"Esposa(o) / compañera(o) (090)",4139,,8,1516,1463,945,207
"Hijo(a) / hijastro(a) (091)",6149,371,4600,1085,83,10,
"Yerno / nuera (092)",289,,14,244,26,5,
"Nieto(a) (093)",742,102,604,36,,,
"Padres / suegros (094)",191,,,,10,71,110
"Otro(a) pariente (095)",872,45,433,216,79,57,42
"Trabajador(a) del hogar (096)",33,,,19,9,3,2
