"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia YUNGUYO",,,,,,
"Viviendas particulares (001)",13233,12935,258,32,4,4
"Ocupantes presentes (002)",47148,44729,1904,385,58,72
"Casa independiente",,,,,,
"Viviendas particulares (004)",12997,12704,255,30,4,4
"Ocupantes presentes (005)",46455,44075,1884,366,58,72
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",8,7,,1,,
"Ocupantes presentes (008)",32,23,,9,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",17,15,2,,,
"Ocupantes presentes (011)",61,49,12,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",12,11,,1,,
"Ocupantes presentes (014)",58,48,,10,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",191,190,1,,,
"Ocupantes presentes (017)",527,519,8,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",6,6,,,,
"Ocupantes presentes (023)",11,11,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",2,2,,,,
"Ocupantes presentes (026)",4,4,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",4466,4295,142,24,1,4
"Ocupantes presentes (029)",17145,15704,1080,279,10,72
"Casa independiente",,,,,,
"Viviendas particulares (031)",4422,4255,140,22,1,4
"Ocupantes presentes (032)",16981,15571,1068,260,10,72
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",8,7,,1,,
"Ocupantes presentes (035)",32,23,,9,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",17,15,2,,,
"Ocupantes presentes (038)",61,49,12,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",12,11,,1,,
"Ocupantes presentes (041)",58,48,,10,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",5,5,,,,
"Ocupantes presentes (050)",9,9,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",2,2,,,,
"Ocupantes presentes (053)",4,4,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",8767,8640,116,8,3,
"Ocupantes presentes (056)",30003,29025,824,106,48,
"Casa independiente",,,,,,
"Viviendas particulares (058)",8575,8449,115,8,3,
"Ocupantes presentes (059)",29474,28504,816,106,48,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",191,190,1,,,
"Ocupantes presentes (071)",527,519,8,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",1,1,,,,
"Ocupantes presentes (077)",2,2,,,,
"Otro tipo",,,,,,
