"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia MARISCAL NIETO (000)",28380,23967,4413
"Casa independiente (001)",23865,20822,3043
"Departamento en edificio (002)",569,569,
"Vivienda en quinta (003)",69,69,
"Vivienda en casa de vecindad (004)",71,71,
"Choza o cabaña (005)",1359,,1359
"Vivienda improvisada (006)",2405,2405,
"Local no dest.para hab. humana (007)",26,26,
"Otro tipo (008)",16,5,11
