"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia TACNA (000)",7643,1559,6084
"Sin nivel (001)",203,21,182
"Educación inicial (002)",12,3,9
"Primaria (003)",1091,121,970
"Secundaria (004)",3535,802,2733
"Superior no univ. incompleta (005)",598,140,458
"Superior no univ. completa (006)",720,147,573
"Superior univ. incompleta (007)",556,141,415
"Superior univ. completa (008)",928,184,744
"De 14 a 29 años (010)",3858,1205,2653
"Sin nivel (011)",28,9,19
"Educación inicial (012)",9,2,7
"Primaria (013)",189,49,140
"Secundaria (014)",2088,665,1423
"Superior no univ. incompleta (015)",402,117,285
"Superior no univ. completa (016)",351,107,244
"Superior univ. incompleta (017)",347,121,226
"Superior univ. completa (018)",444,135,309
"De 30 a 44 años (020)",2418,310,2108
"Sin nivel (021)",64,12,52
"Educación inicial (022)",3,1,2
"Primaria (023)",405,56,349
"Secundaria (024)",1021,119,902
"Superior no univ. incompleta (025)",150,23,127
"Superior no univ. completa (026)",273,36,237
"Superior univ. incompleta (027)",142,18,124
"Superior univ. completa (028)",360,45,315
"De 45 a 64 años (030)",1204,44,1160
"Sin nivel (031)",76,,76
"Primaria (033)",421,16,405
"Secundaria (034)",400,18,382
"Superior no univ. incompleta (035)",43,,43
"Superior no univ. completa (036)",86,4,82
"Superior univ. incompleta (037)",63,2,61
"Superior univ. completa (038)",115,4,111
"De 65 y más años (040)",163,,163
"Sin nivel (041)",35,,35
"Primaria (043)",76,,76
"Secundaria (044)",26,,26
"Superior no univ. incompleta (045)",3,,3
"Superior no univ. completa (046)",10,,10
"Superior univ. incompleta (047)",4,,4
"Superior univ. completa (048)",9,,9
,,,
"AREA URBANA (050)",7210,1491,5719
"Sin nivel (051)",178,21,157
"Educación inicial (052)",10,3,7
"Primaria (053)",997,116,881
"Secundaria (054)",3331,761,2570
"Superior no univ. incompleta (055)",570,132,438
"Superior no univ. completa (056)",685,141,544
"Superior univ. incompleta (057)",539,138,401
"Superior univ. completa (058)",900,179,721
"De 14 a 29 años (060)",3653,1152,2501
"Sin nivel (061)",25,9,16
"Educación inicial (062)",8,2,6
"Primaria (063)",172,46,126
"Secundaria (064)",1960,631,1329
"Superior no univ. incompleta (065)",384,110,274
"Superior no univ. completa (066)",336,103,233
"Superior univ. incompleta (067)",336,119,217
"Superior univ. completa (068)",432,132,300
"De 30 a 44 años (070)",2294,297,1997
"Sin nivel (071)",59,12,47
"Educación inicial (072)",2,1,1
"Primaria (073)",367,55,312
"Secundaria (074)",973,113,860
"Superior no univ. incompleta (075)",141,22,119
"Superior no univ. completa (076)",264,34,230
"Superior univ. incompleta (077)",139,17,122
"Superior univ. completa (078)",349,43,306
"De 45 a 64 años (080)",1115,42,1073
"Sin nivel (081)",67,,67
"Primaria (083)",387,15,372
"Secundaria (084)",372,17,355
"Superior no univ. incompleta (085)",42,,42
"Superior no univ. completa (086)",77,4,73
"Superior univ. incompleta (087)",60,2,58
"Superior univ. completa (088)",110,4,106
"De 65 y más años (090)",148,,148
"Sin nivel (091)",27,,27
"Primaria (093)",71,,71
"Secundaria (094)",26,,26
"Superior no univ. incompleta (095)",3,,3
"Superior no univ. completa (096)",8,,8
"Superior univ. incompleta (097)",4,,4
"Superior univ. completa (098)",9,,9
,,,
"AREA RURAL (100)",433,68,365
"Sin nivel (101)",25,,25
"Educación inicial (102)",2,,2
"Primaria (103)",94,5,89
"Secundaria (104)",204,41,163
"Superior no univ. incompleta (105)",28,8,20
"Superior no univ. completa (106)",35,6,29
"Superior univ. incompleta (107)",17,3,14
"Superior univ. completa (108)",28,5,23
"De 14 a 29 años (110)",205,53,152
"Sin nivel (111)",3,,3
"Educación inicial (112)",1,,1
"Primaria (113)",17,3,14
"Secundaria (114)",128,34,94
"Superior no univ. incompleta (115)",18,7,11
"Superior no univ. completa (116)",15,4,11
"Superior univ. incompleta (117)",11,2,9
"Superior univ. completa (118)",12,3,9
"De 30 a 44 años (120)",124,13,111
"Sin nivel (121)",5,,5
"Educación inicial (122)",1,,1
"Primaria (123)",38,1,37
"Secundaria (124)",48,6,42
"Superior no univ. incompleta (125)",9,1,8
"Superior no univ. completa (126)",9,2,7
"Superior univ. incompleta (127)",3,1,2
"Superior univ. completa (128)",11,2,9
"De 45 a 64 años (130)",89,2,87
"Sin nivel (131)",9,,9
"Primaria (133)",34,1,33
"Secundaria (134)",28,1,27
"Superior no univ. incompleta (135)",1,,1
"Superior no univ. completa (136)",9,,9
"Superior univ. incompleta (137)",3,,3
"Superior univ. completa (138)",5,,5
"De 65 y más años (140)",15,,15
"Sin nivel (141)",8,,8
"Primaria (143)",5,,5
"Superior no univ. completa (146)",2,,2
