"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia CORONGO",,,
"Viviendas particulares (001)",1904,1287,617
"Ocupantes presentes (002)",8310,5417,2893
"Casa independiente",,,
"Viviendas particulares (004)",1890,1283,607
"Ocupantes presentes (005)",8237,5398,2839
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",6,3,3
"Ocupantes presentes (014)",26,18,8
"Choza o cabaña",,,
"Viviendas particulares (016)",6,,6
"Ocupantes presentes (017)",31,,31
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",2,1,1
"Ocupantes presentes (023)",16,1,15
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",1015,877,138
"Ocupantes presentes (029)",4094,3571,523
"Casa independiente",,,
"Viviendas particulares (031)",1008,873,135
"Ocupantes presentes (032)",4067,3552,515
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",6,3,3
"Ocupantes presentes (041)",26,18,8
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",1,1,
"Ocupantes presentes (050)",1,1,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",889,410,479
"Ocupantes presentes (056)",4216,1846,2370
"Casa independiente",,,
"Viviendas particulares (058)",882,410,472
"Ocupantes presentes (059)",4170,1846,2324
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",6,,6
"Ocupantes presentes (071)",31,,31
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,,1
"Ocupantes presentes (077)",15,,15
"Otro tipo",,,
