"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SAN ROMAN (000)",213101,9423,2132,67492,80182,10776,10569,15753,16774
"Hombres (001)",104161,1800,1073,29490,42110,5728,5389,9018,9553
"Mujeres (002)",108940,7623,1059,38002,38072,5048,5180,6735,7221
"PEA (003)",96854,3581,73,20897,38877,5637,7921,6526,13342
"Hombres (004)",56512,852,27,10228,24937,3494,4553,4257,8164
"Mujeres (005)",40342,2729,46,10669,13940,2143,3368,2269,5178
"Ocupada (006)",90010,3456,63,19847,35622,5207,7342,6064,12409
"Hombres (007)",52209,793,23,9580,22743,3235,4238,3962,7635
"Mujeres (008)",37801,2663,40,10267,12879,1972,3104,2102,4774
"Desocupada (009)",6844,125,10,1050,3255,430,579,462,933
"Hombres (010)",4303,59,4,648,2194,259,315,295,529
"Mujeres (011)",2541,66,6,402,1061,171,264,167,404
"No PEA (012)",116247,5842,2059,46595,41305,5139,2648,9227,3432
"Hombres (013)",47649,948,1046,19262,17173,2234,836,4761,1389
"Mujeres (014)",68598,4894,1013,27333,24132,2905,1812,4466,2043
,,,,,,,,,
"URBANA (018)",195344,6758,1871,58828,74850,10530,10397,15515,16595
"Hombres (019)",95736,1225,935,25420,38984,5583,5272,8876,9441
"Mujeres (020)",99608,5533,936,33408,35866,4947,5125,6639,7154
"PEA (021)",88046,2233,62,16877,35951,5526,7787,6424,13186
"Hombres (022)",51445,471,24,8013,22825,3421,4449,4181,8061
"Mujeres (023)",36601,1762,38,8864,13126,2105,3338,2243,5125
"Ocupada (024)",81535,2126,53,15940,32866,5099,7222,5969,12260
"Hombres (025)",47389,427,20,7439,20767,3165,4144,3890,7537
"Mujeres (026)",34146,1699,33,8501,12099,1934,3078,2079,4723
"Desocupada (027)",6511,107,9,937,3085,427,565,455,926
"Hombres (028)",4056,44,4,574,2058,256,305,291,524
"Mujeres (029)",2455,63,5,363,1027,171,260,164,402
"No PEA (030)",107298,4525,1809,41951,38899,5004,2610,9091,3409
"Hombres (031)",44291,754,911,17407,16159,2162,823,4695,1380
"Mujeres (032)",63007,3771,898,24544,22740,2842,1787,4396,2029
,,,,,,,,,
"RURAL (036)",17757,2665,261,8664,5332,246,172,238,179
"Hombres (037)",8425,575,138,4070,3126,145,117,142,112
"Mujeres (038)",9332,2090,123,4594,2206,101,55,96,67
"PEA (039)",8808,1348,11,4020,2926,111,134,102,156
"Hombres (040)",5067,381,3,2215,2112,73,104,76,103
"Mujeres (041)",3741,967,8,1805,814,38,30,26,53
"Ocupada (042)",8475,1330,10,3907,2756,108,120,95,149
"Hombres (043)",4820,366,3,2141,1976,70,94,72,98
"Mujeres (044)",3655,964,7,1766,780,38,26,23,51
"Desocupada (045)",333,18,1,113,170,3,14,7,7
"Hombres (046)",247,15,,74,136,3,10,4,5
"Mujeres (047)",86,3,1,39,34,,4,3,2
"No PEA (048)",8949,1317,250,4644,2406,135,38,136,23
"Hombres (049)",3358,194,135,1855,1014,72,13,66,9
"Mujeres (050)",5591,1123,115,2789,1392,63,25,70,14
