"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia MORROPON (000)",43176,24215,18961
"Casa independiente (001)",42137,24023,18114
"Departamento en edificio (002)",35,35,
"Vivienda en quinta (003)",38,38,
"Vivienda en casa de vecindad (004)",64,64,
"Choza o cabaña (005)",844,,844
"Vivienda improvisada (006)",42,42,
"Local no dest.para hab. humana (007)",13,11,2
"Otro tipo (008)",3,2,1
