"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia HUANTA (000)",22710,410,9485,6798,2264,817,338,130,22,,2446
"Conviviente (001)",6244,130,2879,1813,520,136,42,19,2,,703
"Separado(a) (002)",1374,36,569,416,153,77,30,4,,,89
"Casado(a) (003)",10241,168,4418,3233,1063,376,153,64,12,,754
"Viudo(a) (004)",3054,50,1103,960,368,140,79,35,7,,312
"Divorciado(a) (005)",132,1,61,41,14,7,2,,,,6
"Soltero(a) (006)",1665,25,455,335,146,81,32,8,1,,582
,,,,,,,,,,,
"URBANA (008)",10560,191,4146,3063,1165,441,183,70,13,,1288
"Conviviente (009)",3234,60,1372,982,312,91,27,11,2,,377
"Separado(a) (010)",749,17,301,234,83,44,15,3,,,52
"Casado(a) (011)",4264,75,1728,1302,520,184,80,36,8,,331
"Viudo(a) (012)",1168,24,442,307,139,55,36,15,3,,147
"Divorciado(a) (013)",70,,34,20,6,4,2,,,,4
"Soltero(a) (014)",1075,15,269,218,105,63,23,5,,,377
,,,,,,,,,,,
"RURAL (016)",12150,219,5339,3735,1099,376,155,60,9,,1158
"Conviviente (017)",3010,70,1507,831,208,45,15,8,,,326
"Separado(a) (018)",625,19,268,182,70,33,15,1,,,37
"Casado(a) (019)",5977,93,2690,1931,543,192,73,28,4,,423
"Viudo(a) (020)",1886,26,661,653,229,85,43,20,4,,165
"Divorciado(a) (021)",62,1,27,21,8,3,,,,,2
"Soltero(a) (022)",590,10,186,117,41,18,9,3,1,,205
