"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",36140,7916,2759,1015,24517
"Conviviente (001)",13889,2458,940,267,10243
"Separado(a) (002)",644,93,43,13,498
"Casado(a) (003)",7480,1062,820,150,5474
"Viudo(a) (004)",814,99,49,6,660
"Divorciado(a) (005)",68,5,5,5,54
"Soltero(a) (006)",13245,4199,902,574,7588
"Hombres (008)",19806,3589,1499,810,13951
"Conviviente (009)",6914,819,502,169,5435
"Separado(a) (010)",259,22,15,9,215
"Casado(a) (011)",3795,437,440,116,2821
"Viudo(a) (012)",315,33,16,,266
"Divorciado(a) (013)",40,3,4,3,31
"Soltero(a) (014)",8483,2275,522,513,5183
"Mujeres (016)",16334,4327,1260,205,10566
"Conviviente (017)",6975,1639,438,98,4808
"Separado(a) (018)",385,71,28,4,283
"Casado(a) (019)",3685,625,380,34,2653
"Viudo(a) (020)",499,66,33,6,394
"Divorciado(a) (021)",28,2,1,2,23
"Soltero(a) (022)",4762,1924,380,61,2405
,,,,,
"URBANA (024)",11497,2632,1862,476,6555
"Conviviente (025)",4137,699,604,112,2732
"Separado(a) (026)",250,30,31,10,181
"Casado(a) (027)",2158,267,554,71,1278
"Viudo(a) (028)",240,39,37,5,159
"Divorciado(a) (029)",33,1,3,4,25
"Soltero(a) (030)",4679,1596,633,274,2180
"Hombres (032)",6105,1176,987,382,3579
"Conviviente (033)",2002,206,323,74,1406
"Separado(a) (034)",95,7,9,7,74
"Casado(a) (035)",1088,114,291,54,637
"Viudo(a) (036)",66,9,10,,47
"Divorciado(a) (037)",24,1,3,2,18
"Soltero(a) (038)",2830,839,351,245,1397
"Mujeres (040)",5392,1456,875,94,2976
"Conviviente (041)",2135,493,281,38,1326
"Separado(a) (042)",155,23,22,3,107
"Casado(a) (043)",1070,153,263,17,641
"Viudo(a) (044)",174,30,27,5,112
"Divorciado(a) (045)",9,,,2,7
"Soltero(a) (046)",1849,757,282,29,783
,,,,,
"RURAL (048)",24643,5284,897,539,17962
"Conviviente (049)",9752,1759,336,155,7511
"Separado(a) (050)",394,63,12,3,317
"Casado(a) (051)",5322,795,266,79,4196
"Viudo(a) (052)",574,60,12,1,501
"Divorciado(a) (053)",35,4,2,1,29
"Soltero(a) (054)",8566,2603,269,300,5408
"Hombres (056)",13701,2413,512,428,10372
"Conviviente (057)",4912,613,179,95,4029
"Separado(a) (058)",164,15,6,2,141
"Casado(a) (059)",2707,323,149,62,2184
"Viudo(a) (060)",249,24,6,,219
"Divorciado(a) (061)",16,2,1,1,13
"Soltero(a) (062)",5653,1436,171,268,3786
"Mujeres (064)",10942,2871,385,111,7590
"Conviviente (065)",4840,1146,157,60,3482
"Separado(a) (066)",230,48,6,1,176
"Casado(a) (067)",2615,472,117,17,2012
"Viudo(a) (068)",325,36,6,1,282
"Divorciado(a) (069)",19,2,1,,16
"Soltero(a) (070)",2913,1167,98,32,1622
