"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CONDORCANQUI (000)",10367,230,4536,3652,1758,191
"Empleado (001)",1081,3,328,532,207,11
"Obrero (002)",551,9,276,190,72,4
"Trabajador independiente (003)",5673,47,2230,2094,1146,156
"Empleador o patrono (004)",39,,12,15,12,
"Trabajador familiar no remunerado (005)",2898,155,1607,806,310,20
"Trabajador del hogar (006)",125,16,83,15,11,
"Hombres (008)",6023,120,2347,2270,1158,128
"Empleado (009)",767,3,197,379,182,6
"Obrero (010)",460,8,225,162,61,4
"Trabajador independiente (011)",4078,18,1479,1611,858,112
"Empleador o patrono (012)",33,,11,12,10,
"Trabajador familiar no remunerado (013)",670,86,429,103,46,6
"Trabajador del hogar (014)",15,5,6,3,1,
"Mujeres (016)",4344,110,2189,1382,600,63
"Empleado (017)",314,,131,153,25,5
"Obrero (018)",91,1,51,28,11,
"Trabajador independiente (019)",1595,29,751,483,288,44
"Empleador o patrono (020)",6,,1,3,2,
"Trabajador familiar no remunerado (021)",2228,69,1178,703,264,14
"Trabajador del hogar (022)",110,11,77,12,10,
,,,,,,
"URBANA (024)",1617,36,635,604,313,29
"Empleado (025)",506,3,173,238,84,8
"Obrero (026)",177,2,93,58,24,
"Trabajador independiente (027)",659,6,224,251,161,17
"Empleador o patrono (028)",7,,1,2,4,
"Trabajador familiar no remunerado (029)",169,12,78,45,30,4
"Trabajador del hogar (030)",99,13,66,10,10,
"Hombres (032)",1016,21,358,393,227,17
"Empleado (033)",344,3,104,163,71,3
"Obrero (034)",155,2,86,46,21,
"Trabajador independiente (035)",441,1,128,175,125,12
"Empleador o patrono (036)",4,,,1,3,
"Trabajador familiar no remunerado (037)",61,10,35,8,6,2
"Trabajador del hogar (038)",11,5,5,,1,
"Mujeres (040)",601,15,277,211,86,12
"Empleado (041)",162,,69,75,13,5
"Obrero (042)",22,,7,12,3,
"Trabajador independiente (043)",218,5,96,76,36,5
"Empleador o patrono (044)",3,,1,1,1,
"Trabajador familiar no remunerado (045)",108,2,43,37,24,2
"Trabajador del hogar (046)",88,8,61,10,9,
,,,,,,
"RURAL (048)",8750,194,3901,3048,1445,162
"Empleado (049)",575,,155,294,123,3
"Obrero (050)",374,7,183,132,48,4
"Trabajador independiente (051)",5014,41,2006,1843,985,139
"Empleador o patrono (052)",32,,11,13,8,
"Trabajador familiar no remunerado (053)",2729,143,1529,761,280,16
"Trabajador del hogar (054)",26,3,17,5,1,
"Hombres (056)",5007,99,1989,1877,931,111
"Empleado (057)",423,,93,216,111,3
"Obrero (058)",305,6,139,116,40,4
"Trabajador independiente (059)",3637,17,1351,1436,733,100
"Empleador o patrono (060)",29,,11,11,7,
"Trabajador familiar no remunerado (061)",609,76,394,95,40,4
"Trabajador del hogar (062)",4,,1,3,,
"Mujeres (064)",3743,95,1912,1171,514,51
"Empleado (065)",152,,62,78,12,
"Obrero (066)",69,1,44,16,8,
"Trabajador independiente (067)",1377,24,655,407,252,39
"Empleador o patrono (068)",3,,,2,1,
"Trabajador familiar no remunerado (069)",2120,67,1135,666,240,12
"Trabajador del hogar (070)",22,3,16,2,1,
