"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia OXAPAMPA (000)",19107,539,9117,5233,1563,518,249,67,10,,1811
"Conviviente (001)",9534,287,5018,2462,624,193,86,12,3,,849
"Separado(a) (002)",1170,43,531,325,124,38,19,7,1,,82
"Casado(a) (003)",5873,121,2620,1825,607,195,109,36,4,,356
"Viudo(a) (004)",1042,45,464,294,93,39,24,7,1,,75
"Divorciado(a) (005)",136,6,52,36,16,7,2,4,,,13
"Soltero(a) (006)",1352,37,432,291,99,46,9,1,1,,436
,,,,,,,,,,,
"URBANA (008)",7710,137,3056,2384,844,310,146,35,4,,794
"Conviviente (009)",3274,62,1465,977,307,108,48,6,1,,300
"Separado(a) (010)",635,16,274,187,77,22,11,6,,,42
"Casado(a) (011)",2561,27,938,887,351,121,67,17,1,,152
"Viudo(a) (012)",422,18,159,137,35,22,13,4,1,,33
"Divorciado(a) (013)",79,2,28,24,11,4,2,2,,,6
"Soltero(a) (014)",739,12,192,172,63,33,5,,1,,261
,,,,,,,,,,,
"RURAL (016)",11397,402,6061,2849,719,208,103,32,6,,1017
"Conviviente (017)",6260,225,3553,1485,317,85,38,6,2,,549
"Separado(a) (018)",535,27,257,138,47,16,8,1,1,,40
"Casado(a) (019)",3312,94,1682,938,256,74,42,19,3,,204
"Viudo(a) (020)",620,27,305,157,58,17,11,3,,,42
"Divorciado(a) (021)",57,4,24,12,5,3,,2,,,7
"Soltero(a) (022)",613,25,240,119,36,13,4,1,,,175
