"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia PARURO",,,,,,,,,
"Viviendas particulares (001)",8302,99,8056,11,8,4,105,1,18
"Ocupantes presentes (002)",30753,338,29924,33,20,15,378,1,44
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",7412,98,7261,9,5,2,28,1,8
"Ocupantes presentes (005)",27092,337,26603,24,13,8,86,1,20
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",22,,22,,,,,,
"Ocupantes presentes (014)",68,,68,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",859,,768,1,3,2,77,,8
"Ocupantes presentes (017)",3572,,3237,8,7,7,292,,21
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,1,5,1,,,,,
"Ocupantes presentes (023)",18,1,16,1,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",3,,,,,,,,3
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2987,62,2904,6,1,1,10,1,2
"Ocupantes presentes (029)",10445,209,10174,13,4,5,37,1,2
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2959,61,2878,6,1,1,10,1,1
"Ocupantes presentes (032)",10362,208,10093,13,4,5,37,1,1
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",22,,22,,,,,,
"Ocupantes presentes (041)",68,,68,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,1,4,,,,,,
"Ocupantes presentes (050)",14,1,13,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",1,,,,,,,,1
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5315,37,5152,5,7,3,95,,16
"Ocupantes presentes (056)",20308,129,19750,20,16,10,341,,42
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4453,37,4383,3,4,1,18,,7
"Ocupantes presentes (059)",16730,129,16510,11,9,3,49,,19
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",859,,768,1,3,2,77,,8
"Ocupantes presentes (071)",3572,,3237,8,7,7,292,,21
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,1,1,,,,,
"Ocupantes presentes (077)",4,,3,1,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",2,,,,,,,,2
