"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia PICOTA",,,,,,,,,
"Hogares (001)",8861,211,59,36,32,17,18,16,8472
"Ocupantes presentes (002)",37420,826,232,130,121,76,94,84,35857
"Casa independiente",,,,,,,,,
"Hogares (004)",7532,197,48,34,26,17,13,16,7181
"Ocupantes presentes (005)",31762,779,188,124,97,76,62,84,30352
"Departamento en edificio",,,,,,,,,
"Hogares (007)",2,,,,,,,,2
"Ocupantes presentes (008)",9,,,,,,,,9
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",56,,1,,,,,,55
"Ocupantes presentes (011)",190,,3,,,,,,187
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",27,2,3,,,,,,22
"Ocupantes presentes (014)",108,6,13,,,,,,89
"Choza o cabaña",,,,,,,,,
"Hogares (016)",1161,10,5,2,6,,3,,1135
"Ocupantes presentes (017)",5051,33,19,6,24,,18,,4951
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",59,2,1,,,,2,,54
"Ocupantes presentes (020)",209,8,1,,,,14,,186
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",18,,1,,,,,,17
"Ocupantes presentes (023)",70,,8,,,,,,62
"Otro tipo",,,,,,,,,
"Hogares (025)",6,,,,,,,,6
"Ocupantes presentes (026)",21,,,,,,,,21
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",5577,173,46,33,23,13,12,12,5265
"Ocupantes presentes (029)",23181,681,189,121,84,56,61,65,21924
"Casa independiente",,,,,,,,,
"Hogares (031)",5416,169,40,33,23,13,10,12,5116
"Ocupantes presentes (032)",22596,667,164,121,84,56,47,65,21392
"Departamento en edificio",,,,,,,,,
"Hogares (034)",2,,,,,,,,2
"Ocupantes presentes (035)",9,,,,,,,,9
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",56,,1,,,,,,55
"Ocupantes presentes (038)",190,,3,,,,,,187
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",27,2,3,,,,,,22
"Ocupantes presentes (041)",108,6,13,,,,,,89
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",59,2,1,,,,2,,54
"Ocupantes presentes (047)",209,8,1,,,,14,,186
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",17,,1,,,,,,16
"Ocupantes presentes (050)",69,,8,,,,,,61
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",3284,38,13,3,9,4,6,4,3207
"Ocupantes presentes (056)",14239,145,43,9,37,20,33,19,13933
"Casa independiente",,,,,,,,,
"Hogares (058)",2116,28,8,1,3,4,3,4,2065
"Ocupantes presentes (059)",9166,112,24,3,13,20,15,19,8960
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",1161,10,5,2,6,,3,,1135
"Ocupantes presentes (071)",5051,33,19,6,24,,18,,4951
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
"Hogares (079)",6,,,,,,,,6
"Ocupantes presentes (080)",21,,,,,,,,21
