"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PARINACOCHAS (000)",28196,14499,3599,449,9664
"Sin Nivel (001)",5190,3111,232,27,1821
"Educación Inicial (002)",927,673,106,5,143
"Primaria (003)",10161,6130,753,87,3197
"Secundaria (004)",7614,3604,807,119,3085
"Sup. no Univ. Incompleta (005)",1230,450,208,31,542
"Sup. no Univ. Completa (006)",1951,401,900,80,574
"Sup. Univ. Incompleta (007)",338,60,108,27,143
"Sup. Univ. Completa (008)",785,70,485,73,159
"Hombres (010)",14203,6724,1893,311,5285
"Sin Nivel (011)",1810,1094,98,13,605
"Educación Inicial (012)",448,330,48,1,69
"Primaria (013)",5199,3016,365,46,1777
"Secundaria (014)",4308,1855,419,93,1942
"Sup. no Univ. Incompleta (015)",658,181,110,29,339
"Sup. no Univ. Completa (016)",1039,172,469,49,351
"Sup. Univ. Incompleta (017)",234,40,70,24,100
"Sup. Univ. Completa (018)",507,36,314,56,102
"Mujeres (020)",13993,7775,1706,138,4379
"Sin Nivel (021)",3380,2017,134,14,1216
"Educación Inicial (022)",479,343,58,4,74
"Primaria (023)",4962,3114,388,41,1420
"Secundaria (024)",3306,1749,388,26,1143
"Sup. no Univ. Incompleta (025)",572,269,98,2,203
"Sup. no Univ. Completa (026)",912,229,431,31,223
"Sup. Univ. Incompleta (027)",104,20,38,3,43
"Sup. Univ. Completa (028)",278,34,171,17,57
,,,,,
"URBANA (030)",16307,7229,3064,319,5708
"Sin Nivel (031)",2103,1235,205,17,646
"Educación Inicial (032)",538,337,98,4,99
"Primaria (033)",5353,2816,679,68,1795
"Secundaria (034)",4986,2091,685,77,2134
"Sup. no Univ. Incompleta (035)",933,355,162,25,392
"Sup. no Univ. Completa (036)",1559,322,761,57,423
"Sup. Univ. Incompleta (037)",233,35,81,17,100
"Sup. Univ. Completa (038)",602,38,393,54,119
"Hombres (040)",8093,3272,1521,208,3101
"Sin Nivel (041)",722,422,90,7,203
"Educación Inicial (042)",264,165,46,1,52
"Primaria (043)",2652,1369,335,36,916
"Secundaria (044)",2726,1020,327,56,1324
"Sup. no Univ. Incompleta (045)",443,129,68,23,224
"Sup. no Univ. Completa (046)",761,127,362,30,244
"Sup. Univ. Incompleta (047)",150,21,50,15,64
"Sup. Univ. Completa (048)",375,19,243,40,74
"Mujeres (050)",8214,3957,1543,111,2607
"Sin Nivel (051)",1381,813,115,10,443
"Educación Inicial (052)",274,172,52,3,47
"Primaria (053)",2701,1447,344,32,879
"Secundaria (054)",2260,1071,358,21,810
"Sup. no Univ. Incompleta (055)",490,226,94,2,168
"Sup. no Univ. Completa (056)",798,195,399,27,179
"Sup. Univ. Incompleta (057)",83,14,31,2,36
"Sup. Univ. Completa (058)",227,19,150,14,45
,,,,,
"RURAL (060)",11889,7270,535,130,3956
"Sin Nivel (061)",3087,1876,27,10,1175
"Educación Inicial (062)",389,336,8,1,44
"Primaria (063)",4808,3314,74,19,1402
"Secundaria (064)",2628,1513,122,42,951
"Sup. no Univ. Incompleta (065)",297,95,46,6,150
"Sup. no Univ. Completa (066)",392,79,139,23,151
"Sup. Univ. Incompleta (067)",105,25,27,10,43
"Sup. Univ. Completa (068)",183,32,92,19,40
"Hombres (070)",6110,3452,372,103,2184
"Sin Nivel (071)",1088,672,8,6,402
"Educación Inicial (072)",184,165,2,,17
"Primaria (073)",2547,1647,30,10,861
"Secundaria (074)",1582,835,92,37,618
"Sup. no Univ. Incompleta (075)",215,52,42,6,115
"Sup. no Univ. Completa (076)",278,45,107,19,107
"Sup. Univ. Incompleta (077)",84,19,20,9,36
"Sup. Univ. Completa (078)",132,17,71,16,28
"Mujeres (080)",5779,3818,163,27,1772
"Sin Nivel (081)",1999,1204,19,4,773
"Educación Inicial (082)",205,171,6,1,27
"Primaria (083)",2261,1667,44,9,541
"Secundaria (084)",1046,678,30,5,333
"Sup. no Univ. Incompleta (085)",82,43,4,,35
"Sup. no Univ. Completa (086)",114,34,32,4,44
"Sup. Univ. Incompleta (087)",21,6,7,1,7
"Sup. Univ. Completa (088)",51,15,21,3,12
