"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUARI",,,,,,,,,
"Viviendas particulares (001)",9968,672,431,177,772,39,33,151,7693
"Ocupantes presentes (002)",42601,2829,1710,744,3172,158,159,665,33164
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",9906,669,429,175,766,39,31,151,7646
"Ocupantes presentes (005)",42329,2823,1703,732,3143,158,145,665,32960
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",9,,,,2,,,,7
"Ocupantes presentes (008)",42,,,,13,,,,29
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",10,,,,,,,,10
"Ocupantes presentes (011)",30,,,,,,,,30
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",18,3,,2,,,1,,12
"Ocupantes presentes (014)",97,6,,12,,,10,,69
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",14,,,,1,,,,13
"Ocupantes presentes (017)",66,,,,6,,,,60
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,,,,2,,,,
"Ocupantes presentes (020)",3,,,,3,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",9,,2,,1,,1,,5
"Ocupantes presentes (023)",34,,7,,7,,4,,16
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4141,483,311,121,364,27,20,98,2717
"Ocupantes presentes (029)",17790,2026,1208,526,1467,113,95,390,11965
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4095,480,310,119,359,27,18,98,2684
"Ocupantes presentes (032)",17588,2020,1203,514,1444,113,81,390,11823
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",9,,,,2,,,,7
"Ocupantes presentes (035)",42,,,,13,,,,29
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",10,,,,,,,,10
"Ocupantes presentes (038)",30,,,,,,,,30
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",18,3,,2,,,1,,12
"Ocupantes presentes (041)",97,6,,12,,,10,,69
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,,,,2,,,,
"Ocupantes presentes (047)",3,,,,3,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",7,,1,,1,,1,,4
"Ocupantes presentes (050)",30,,5,,7,,4,,14
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5827,189,120,56,408,12,13,53,4976
"Ocupantes presentes (056)",24811,803,502,218,1705,45,64,275,21199
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",5811,189,119,56,407,12,13,53,4962
"Ocupantes presentes (059)",24741,803,500,218,1699,45,64,275,21137
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",14,,,,1,,,,13
"Ocupantes presentes (071)",66,,,,6,,,,60
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,1,,,,,,1
"Ocupantes presentes (077)",4,,2,,,,,,2
"Otro tipo",,,,,,,,,
