"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",6115,82,2059,2161,1525,288
"Empleado (001)",1454,10,491,573,352,28
"Obrero (002)",1595,13,632,557,339,54
"Trabajador independiente (003)",2434,30,705,845,696,158
"Empleador o patrono (004)",174,1,42,54,55,22
"Trabajador familiar no remunerado (005)",343,23,141,93,65,21
"Trabajador del hogar (006)",115,5,48,39,18,5
"Hombres (008)",4648,61,1590,1566,1191,240
"Empleado (009)",862,5,269,323,242,23
"Obrero (010)",1441,12,557,506,317,49
"Trabajador independiente (011)",1912,26,606,614,536,130
"Empleador o patrono (012)",149,,36,45,47,21
"Trabajador familiar no remunerado (013)",276,18,121,73,49,15
"Trabajador del hogar (014)",8,,1,5,,2
"Mujeres (016)",1467,21,469,595,334,48
"Empleado (017)",592,5,222,250,110,5
"Obrero (018)",154,1,75,51,22,5
"Trabajador independiente (019)",522,4,99,231,160,28
"Empleador o patrono (020)",25,1,6,9,8,1
"Trabajador familiar no remunerado (021)",67,5,20,20,16,6
"Trabajador del hogar (022)",107,5,47,34,18,3
,,,,,,
"URBANA (024)",4857,80,1715,1715,1185,162
"Empleado (025)",1226,10,425,469,299,23
"Obrero (026)",1216,13,497,416,258,32
"Trabajador independiente (027)",1939,29,609,682,535,84
"Empleador o patrono (028)",125,1,37,44,35,8
"Trabajador familiar no remunerado (029)",259,22,106,72,47,12
"Trabajador del hogar (030)",92,5,41,32,11,3
"Hombres (032)",3586,59,1300,1204,897,126
"Empleado (033)",718,5,235,261,199,18
"Obrero (034)",1069,12,426,366,238,27
"Trabajador independiente (035)",1484,25,519,483,392,65
"Empleador o patrono (036)",102,,31,35,29,7
"Trabajador familiar no remunerado (037)",208,17,89,55,39,8
"Trabajador del hogar (038)",5,,,4,,1
"Mujeres (040)",1271,21,415,511,288,36
"Empleado (041)",508,5,190,208,100,5
"Obrero (042)",147,1,71,50,20,5
"Trabajador independiente (043)",455,4,90,199,143,19
"Empleador o patrono (044)",23,1,6,9,6,1
"Trabajador familiar no remunerado (045)",51,5,17,17,8,4
"Trabajador del hogar (046)",87,5,41,28,11,2
,,,,,,
"RURAL (048)",1258,2,344,446,340,126
"Empleado (049)",228,,66,104,53,5
"Obrero (050)",379,,135,141,81,22
"Trabajador independiente (051)",495,1,96,163,161,74
"Empleador o patrono (052)",49,,5,10,20,14
"Trabajador familiar no remunerado (053)",84,1,35,21,18,9
"Trabajador del hogar (054)",23,,7,7,7,2
"Hombres (056)",1062,2,290,362,294,114
"Empleado (057)",144,,34,62,43,5
"Obrero (058)",372,,131,140,79,22
"Trabajador independiente (059)",428,1,87,131,144,65
"Empleador o patrono (060)",47,,5,10,18,14
"Trabajador familiar no remunerado (061)",68,1,32,18,10,7
"Trabajador del hogar (062)",3,,1,1,,1
"Mujeres (064)",196,,54,84,46,12
"Empleado (065)",84,,32,42,10,
"Obrero (066)",7,,4,1,2,
"Trabajador independiente (067)",67,,9,32,17,9
"Empleador o patrono (068)",2,,,,2,
"Trabajador familiar no remunerado (069)",16,,3,3,8,2
"Trabajador del hogar (070)",20,,6,6,7,1
