"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MOYOBAMBA (000)",42629,1442,16223,14581,8663,1720
"Empleado (001)",7037,48,2450,3174,1291,74
"Obrero (002)",6207,177,2894,1908,1052,176
"Trabajador independiente (003)",20654,220,6450,7549,5214,1221
"Empleador o patrono (004)",1390,1,407,517,377,88
"Trabajador familiar no remunerado (005)",5016,875,2768,856,432,85
"Trabajador del hogar (006)",1321,65,696,326,190,44
"Desocupado (008)",1004,56,558,251,107,32
"Hombres (009)",31386,1050,11999,10447,6509,1381
"Empleado (010)",3864,19,1211,1756,834,44
"Obrero (011)",5377,150,2544,1624,906,153
"Trabajador independiente (012)",16947,183,5397,6094,4234,1039
"Empleador o patrono (013)",1196,,355,440,324,77
"Trabajador familiar no remunerado (014)",3209,666,2070,324,110,39
"Trabajador del hogar (015)",59,5,30,11,11,2
"Desocupado (017)",734,27,392,198,90,27
"Mujeres (018)",11243,392,4224,4134,2154,339
"Empleado (019)",3173,29,1239,1418,457,30
"Obrero (020)",830,27,350,284,146,23
"Trabajador independiente (021)",3707,37,1053,1455,980,182
"Empleador o patrono (022)",194,1,52,77,53,11
"Trabajador familiar no remunerado (023)",1807,209,698,532,322,46
"Trabajador del hogar (024)",1262,60,666,315,179,42
"Desocupado (026)",270,29,166,53,17,5
,,,,,,
"URBANA (027)",26983,682,9273,9893,6044,1091
"Empleado (028)",6825,45,2362,3076,1269,73
"Obrero (029)",3555,95,1429,1179,724,128
"Trabajador independiente (030)",11620,121,3179,4363,3251,706
"Empleador o patrono (031)",871,1,233,315,264,58
"Trabajador familiar no remunerado (032)",2217,340,1065,469,281,62
"Trabajador del hogar (033)",1185,52,615,305,174,39
"Desocupado (035)",710,28,390,186,81,25
"Hombres (036)",17938,479,6035,6367,4249,808
"Empleado (037)",3732,18,1166,1688,817,43
"Obrero (038)",3053,85,1235,1001,624,108
"Trabajador independiente (039)",8706,104,2452,3145,2446,559
"Empleador o patrono (040)",700,,189,247,215,49
"Trabajador familiar no remunerado (041)",1226,257,732,140,70,27
"Trabajador del hogar (042)",40,4,15,10,9,2
"Desocupado (044)",481,11,246,136,68,20
"Mujeres (045)",9045,203,3238,3526,1795,283
"Empleado (046)",3093,27,1196,1388,452,30
"Obrero (047)",502,10,194,178,100,20
"Trabajador independiente (048)",2914,17,727,1218,805,147
"Empleador o patrono (049)",171,1,44,68,49,9
"Trabajador familiar no remunerado (050)",991,83,333,329,211,35
"Trabajador del hogar (051)",1145,48,600,295,165,37
"Desocupado (053)",229,17,144,50,13,5
,,,,,,
"RURAL (054)",15646,760,6950,4688,2619,629
"Empleado (055)",212,3,88,98,22,1
"Obrero (056)",2652,82,1465,729,328,48
"Trabajador independiente (057)",9034,99,3271,3186,1963,515
"Empleador o patrono (058)",519,,174,202,113,30
"Trabajador familiar no remunerado (059)",2799,535,1703,387,151,23
"Trabajador del hogar (060)",136,13,81,21,16,5
"Desocupado (062)",294,28,168,65,26,7
"Hombres (063)",13448,571,5964,4080,2260,573
"Empleado (064)",132,1,45,68,17,1
"Obrero (065)",2324,65,1309,623,282,45
"Trabajador independiente (066)",8241,79,2945,2949,1788,480
"Empleador o patrono (067)",496,,166,193,109,28
"Trabajador familiar no remunerado (068)",1983,409,1338,184,40,12
"Trabajador del hogar (069)",19,1,15,1,2,
"Desocupado (071)",253,16,146,62,22,7
"Mujeres (072)",2198,189,986,608,359,56
"Empleado (073)",80,2,43,30,5,
"Obrero (074)",328,17,156,106,46,3
"Trabajador independiente (075)",793,20,326,237,175,35
"Empleador o patrono (076)",23,,8,9,4,2
"Trabajador familiar no remunerado (077)",816,126,365,203,111,11
"Trabajador del hogar (078)",117,12,66,20,14,5
"Desocupado (080)",41,12,22,3,4,
