"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CALCA (000)",21690,18007,2008,950,725
"Agric., ganadería, caza y silvicultura (001)",12243,11102,1008,123,10
"Pesca (002)",7,7,,,
"Explotación de minas y canteras (003)",38,18,10,4,6
"Industrias manufactureras (004)",1318,1218,60,35,5
"Suministro de electricidad, gas y agua (005)",16,2,4,10,
"Construcción (006)",1114,609,229,208,68
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2241,2136,83,15,7
"Venta, mant.y rep. veh.autom y motoc. (008)",133,118,10,,5
"Comercio al por mayor (009)",62,49,9,2,2
"Comercio al por menor (010)",2046,1969,64,13,
"Hoteles y restaurantes (011)",794,684,72,31,7
"Trans., almac. y comunicaciones (012)",927,690,139,61,37
"Intermediación financiera (013)",6,2,1,1,2
"Activid.inmobil., empres. y alquileres (014)",301,179,47,43,32
"Admin.pub. y defensa; p. segur soc.afil (015)",400,,,,400
"Enseñanza (016)",880,257,243,333,47
"Servicios sociales y de salud (017)",171,63,18,14,76
"Otras activ. serv.comun.soc y personales (018)",264,188,34,30,12
"Hogares privados con servicio doméstico (019)",292,292,,,
"Actividad economica no especificada (021)",678,560,60,42,16
"Hombres (022)",15041,12363,1527,589,562
"Agric., ganadería, caza y silvicultura (023)",9714,8823,829,53,9
"Pesca (024)",7,7,,,
"Explotación de minas y canteras (025)",38,18,10,4,6
"Industrias manufactureras (026)",766,703,39,20,4
"Suministro de electricidad, gas y agua (027)",15,2,4,9,
"Construcción (028)",1075,598,223,188,66
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",840,795,32,7,6
"Venta, mant.y rep. veh.autom y motoc. (030)",129,115,9,,5
"Comercio al por mayor (031)",36,27,7,1,1
"Comercio al por menor (032)",675,653,16,6,
"Hoteles y restaurantes (033)",159,105,32,20,2
"Trans., almac. y comunicaciones (034)",856,635,130,56,35
"Intermediación financiera (035)",4,2,,,2
"Activid.inmobil., empres. y alquileres (036)",220,135,33,32,20
"Admin.pub. y defensa; p. segur soc.afil (037)",340,,,,340
"Enseñanza (038)",393,82,128,149,34
"Servicios sociales y de salud (039)",56,26,5,6,19
"Otras activ. serv.comun.soc y personales (040)",159,105,27,17,10
"Hogares privados con servicio doméstico (041)",59,59,,,
"Actividad economica no especificada (043)",340,268,35,28,9
