"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia LA UNION",,,,,,,,
"Viviendas particulares (001)",4671,4166,399,10,25,65,3,3
"Ocupantes presentes (002)",15442,14029,1146,25,74,150,9,9
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",4385,3985,336,5,15,38,3,3
"Ocupantes presentes (005)",14547,13388,986,16,42,97,9,9
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",43,,25,2,9,7,,
"Ocupantes presentes (011)",99,,49,6,29,15,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",69,13,33,3,1,19,,
"Ocupantes presentes (014)",177,43,91,3,3,37,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",159,158,1,,,,,
"Ocupantes presentes (017)",577,575,2,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",2,2,,,,,,
"Ocupantes presentes (020)",5,5,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",11,6,4,,,1,,
"Ocupantes presentes (023)",35,16,18,,,1,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",2,2,,,,,,
"Ocupantes presentes (026)",2,2,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",2278,1827,348,10,25,63,2,3
"Ocupantes presentes (029)",7362,6071,1032,25,74,146,5,9
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",2160,1811,288,5,15,36,2,3
"Ocupantes presentes (032)",7064,6022,877,16,42,93,5,9
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",43,,25,2,9,7,,
"Ocupantes presentes (038)",99,,49,6,29,15,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",69,13,33,3,1,19,,
"Ocupantes presentes (041)",177,43,91,3,3,37,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",2,2,,,,,,
"Ocupantes presentes (047)",5,5,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",3,,2,,,1,,
"Ocupantes presentes (050)",16,,15,,,1,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,
"Ocupantes presentes (053)",1,1,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",2393,2339,51,,,2,1,
"Ocupantes presentes (056)",8080,7958,114,,,4,4,
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",2225,2174,48,,,2,1,
"Ocupantes presentes (059)",7483,7366,109,,,4,4,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",159,158,1,,,,,
"Ocupantes presentes (071)",577,575,2,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",8,6,2,,,,,
"Ocupantes presentes (077)",19,16,3,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,
"Ocupantes presentes (080)",1,1,,,,,,
