"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CONTUMAZA (000)",31042,638,9131,7211,5864,5122,3076
"Jefe o Jefa (001)",8258,,15,921,2523,2889,1910
"Esposa(o) / compañera(o) (002)",5060,,7,999,1818,1581,655
"Hijo(a) / hijastro(a) (003)",12735,408,6939,4065,1021,287,15
"Yerno / nuera (004)",500,,6,293,169,32,
"Nieto(a) (005)",2117,177,1575,334,28,3,
"Padres / suegros (006)",397,,,,1,72,324
"Otro(a) pariente (007)",1669,47,546,463,234,221,158
"Trabajador(a) del hogar (008)",37,,2,25,7,1,2
"Pensionistas (009)",15,,,9,4,2,
"Otro(a) no pariente (010)",254,6,41,102,59,34,12
"Hombres (011)",15759,322,4678,3706,2888,2589,1576
"Jefe o Jefa (012)",6287,,6,707,1980,2215,1379
"Esposa(o) / compañera(o) (013)",206,,4,45,65,67,25
"Hijo(a) / hijastro(a) (014)",6750,192,3563,2320,539,129,7
"Yerno / nuera (015)",235,,4,96,109,26,
"Nieto(a) (016)",1127,107,807,196,15,2,
"Padres / suegros (017)",106,,,,1,18,87
"Otro(a) pariente (018)",893,18,274,276,141,112,72
"Trabajador(a) del hogar (019)",1,,,,,1,
"Pensionistas (020)",6,,,3,2,1,
"Otro(a) no pariente (021)",148,5,20,63,36,18,6
"Mujeres (022)",15283,316,4453,3505,2976,2533,1500
"Jefe o Jefa (023)",1971,,9,214,543,674,531
"Esposa(o) / compañera(o) (024)",4854,,3,954,1753,1514,630
"Hijo(a) / hijastro(a) (025)",5985,216,3376,1745,482,158,8
"Yerno / nuera (026)",265,,2,197,60,6,
"Nieto(a) (027)",990,70,768,138,13,1,
"Padres / suegros (028)",291,,,,,54,237
"Otro(a) pariente (029)",776,29,272,187,93,109,86
"Trabajador(a) del hogar (030)",36,,2,25,7,,2
"Pensionistas (031)",9,,,6,2,1,
"Otro(a) no pariente (032)",106,1,21,39,23,16,6
,,,,,,,
"URBANA (033)",13000,237,3444,3025,2630,2368,1296
"Jefe o Jefa (034)",3546,,9,338,1082,1315,802
"Esposa(o) / compañera(o) (035)",2012,,2,321,753,692,244
"Hijo(a) / hijastro(a) (036)",5018,137,2455,1747,516,157,6
"Yerno / nuera (037)",221,,2,106,93,20,
"Nieto(a) (038)",938,81,678,158,19,2,
"Padres / suegros (039)",199,,,,1,35,163
"Otro(a) pariente (040)",847,15,275,249,113,120,75
"Trabajador(a) del hogar (041)",34,,2,24,7,,1
"Pensionistas (042)",13,,,7,4,2,
"Otro(a) no pariente (043)",172,4,21,75,42,25,5
"Hombres (044)",6418,120,1781,1522,1206,1141,648
"Jefe o Jefa (045)",2475,,2,232,764,928,549
"Esposa(o) / compañera(o) (046)",123,,2,27,31,47,16
"Hijo(a) / hijastro(a) (047)",2611,67,1277,945,248,71,3
"Yerno / nuera (048)",118,,1,40,62,15,
"Nieto(a) (049)",496,46,353,86,9,2,
"Padres / suegros (050)",58,,,,1,8,49
"Otro(a) pariente (051)",433,3,136,146,63,56,29
"Pensionistas (053)",6,,,3,2,1,
"Otro(a) no pariente (054)",98,4,10,43,26,13,2
"Mujeres (055)",6582,117,1663,1503,1424,1227,648
"Jefe o Jefa (056)",1071,,7,106,318,387,253
"Esposa(o) / compañera(o) (057)",1889,,,294,722,645,228
"Hijo(a) / hijastro(a) (058)",2407,70,1178,802,268,86,3
"Yerno / nuera (059)",103,,1,66,31,5,
"Nieto(a) (060)",442,35,325,72,10,,
"Padres / suegros (061)",141,,,,,27,114
"Otro(a) pariente (062)",414,12,139,103,50,64,46
"Trabajador(a) del hogar (063)",34,,2,24,7,,1
"Pensionistas (064)",7,,,4,2,1,
"Otro(a) no pariente (065)",74,,11,32,16,12,3
,,,,,,,
"RURAL (066)",18042,401,5687,4186,3234,2754,1780
"Jefe o Jefa (067)",4712,,6,583,1441,1574,1108
"Esposa(o) / compañera(o) (068)",3048,,5,678,1065,889,411
"Hijo(a) / hijastro(a) (069)",7717,271,4484,2318,505,130,9
"Yerno / nuera (070)",279,,4,187,76,12,
"Nieto(a) (071)",1179,96,897,176,9,1,
"Padres / suegros (072)",198,,,,,37,161
"Otro(a) pariente (073)",822,32,271,214,121,101,83
"Trabajador(a) del hogar (074)",3,,,1,,1,1
"Pensionistas (075)",2,,,2,,,
"Otro(a) no pariente (076)",82,2,20,27,17,9,7
"Hombres (077)",9341,202,2897,2184,1682,1448,928
"Jefe o Jefa (078)",3812,,4,475,1216,1287,830
"Esposa(o) / compañera(o) (079)",83,,2,18,34,20,9
"Hijo(a) / hijastro(a) (080)",4139,125,2286,1375,291,58,4
"Yerno / nuera (081)",117,,3,56,47,11,
"Nieto(a) (082)",631,61,454,110,6,,
"Padres / suegros (083)",48,,,,,10,38
"Otro(a) pariente (084)",460,15,138,130,78,56,43
"Trabajador(a) del hogar (085)",1,,,,,1,
"Otro(a) no pariente (087)",50,1,10,20,10,5,4
"Mujeres (088)",8701,199,2790,2002,1552,1306,852
"Jefe o Jefa (089)",900,,2,108,225,287,278
"Esposa(o) / compañera(o) (090)",2965,,3,660,1031,869,402
"Hijo(a) / hijastro(a) (091)",3578,146,2198,943,214,72,5
"Yerno / nuera (092)",162,,1,131,29,1,
"Nieto(a) (093)",548,35,443,66,3,1,
"Padres / suegros (094)",150,,,,,27,123
"Otro(a) pariente (095)",362,17,133,84,43,45,40
"Trabajador(a) del hogar (096)",2,,,1,,,1
"Pensionistas (097)",2,,,2,,,
"Otro(a) no pariente (098)",32,1,10,7,7,4,3
