"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia TOCACHE (000)",34472,28771,5701
"De 3 a 5 años (001)",4497,306,4191
"De 6 a 11 años (002)",9332,8166,1166
"De 12 a 16 años (003)",8600,8498,102
"De 17 a 24 años (004)",12043,11801,242
"Hombres (005)",18832,15904,2928
"De 3 a 5 años (006)",2308,165,2143
"De 6 a 11 años (007)",4818,4190,628
"De 12 a 16 años (008)",4527,4475,52
"De 17 a 24 años (009)",7179,7074,105
"Mujeres (010)",15640,12867,2773
"De 3 a 5 años (011)",2189,141,2048
"De 6 a 11 años (012)",4514,3976,538
"De 12 a 16 años (013)",4073,4023,50
"De 17 a 24 años (014)",4864,4727,137
,,,
"URBANA (015)",17261,14938,2323
"De 3 a 5 años (016)",2037,206,1831
"De 6 a 11 años (017)",4360,3961,399
"De 12 a 16 años (018)",4501,4474,27
"De 17 a 24 años (019)",6363,6297,66
"Hombres (020)",9237,8063,1174
"De 3 a 5 años (021)",1022,111,911
"De 6 a 11 años (022)",2218,1997,221
"De 12 a 16 años (023)",2288,2273,15
"De 17 a 24 años (024)",3709,3682,27
"Mujeres (025)",8024,6875,1149
"De 3 a 5 años (026)",1015,95,920
"De 6 a 11 años (027)",2142,1964,178
"De 12 a 16 años (028)",2213,2201,12
"De 17 a 24 años (029)",2654,2615,39
,,,
"RURAL (030)",17211,13833,3378
"De 3 a 5 años (031)",2460,100,2360
"De 6 a 11 años (032)",4972,4205,767
"De 12 a 16 años (033)",4099,4024,75
"De 17 a 24 años (034)",5680,5504,176
"Hombres (035)",9595,7841,1754
"De 3 a 5 años (036)",1286,54,1232
"De 6 a 11 años (037)",2600,2193,407
"De 12 a 16 años (038)",2239,2202,37
"De 17 a 24 años (039)",3470,3392,78
"Mujeres (040)",7616,5992,1624
"De 3 a 5 años (041)",1174,46,1128
"De 6 a 11 años (042)",2372,2012,360
"De 12 a 16 años (043)",1860,1822,38
"De 17 a 24 años (044)",2210,2112,98
