"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TUMBES (000)",52713,48480,12765,8430,8498,6428,6211,3039,1588,1521,4233,122177
"De 12 a 14 años (001)",4259,4195,4173,19,3,,,,,,64,25
"De 15 a 19 años (002)",6723,6337,5357,873,86,16,5,,,,386,1113
"De 20 a 24 años (003)",6704,5306,1680,2539,884,167,32,4,,,1398,4966
"De 25 a 29 años (004)",6255,5282,492,1990,1858,705,214,20,3,,973,8873
"De 30 a 34 años (005)",5626,5160,270,1102,1891,1265,563,57,8,4,466,11537
"De 35 a 39 años (006)",5187,4895,185,651,1464,1363,1010,193,22,7,292,13504
"De 40 a 44 años (007)",4483,4293,150,388,977,1151,1194,341,72,20,190,13942
"De 45 a 49 años (008)",3631,3488,108,301,558,768,1091,489,133,40,143,13211
"De 50 y más años (009)",9845,9524,350,567,777,993,2102,1935,1350,1450,321,55006
"PEA (010)",15834,13942,2290,2961,3092,2404,1951,753,304,187,1892,34301
"De 12 a 14 años (011)",118,115,110,3,2,,,,,,3,7
"De 15 a 19 años (012)",973,927,782,129,13,1,2,,,,46,166
"De 20 a 24 años (013)",2033,1428,603,601,179,33,9,3,,,605,1114
"De 25 a 29 años (014)",2258,1710,279,718,476,185,46,6,,,548,2457
"De 30 a 34 años (015)",2295,2012,158,530,692,445,170,16,,1,283,4080
"De 35 a 39 años (016)",2278,2112,103,392,664,546,338,61,6,2,166,5267
"De 40 a 44 años (017)",2061,1972,86,206,498,548,490,117,24,3,89,5923
"De 45 a 49 años (018)",1518,1446,58,178,297,338,370,152,39,14,72,4869
"De 50 y más años (019)",2300,2220,111,204,271,308,526,398,235,167,80,10418
"Ocupada (020)",14972,13261,2063,2800,2965,2318,1904,729,299,183,1711,33184
