"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia ASUNCION (000)",5247,4983,264
"Hombres (001)",2421,2343,78
"Mujeres (002)",2826,2640,186
"De 18 a 29 años (003)",1435,1394,41
"Hombres (004)",704,680,24
"Mujeres (005)",731,714,17
"De 30 a 44 años (006)",1565,1550,15
"Hombres (007)",740,734,6
"Mujeres (008)",825,816,9
"De 45 a 64 años (009)",1343,1297,46
"Hombres (010)",603,588,15
"Mujeres (011)",740,709,31
"De 65 y más años (012)",904,742,162
"Hombres (013)",374,341,33
"Mujeres (014)",530,401,129
,,,
"URBANA (015)",1316,1280,36
"Hombres (016)",634,624,10
"Mujeres (017)",682,656,26
"De 18 a 29 años (018)",405,396,9
"Hombres (019)",196,192,4
"Mujeres (020)",209,204,5
"De 30 a 44 años (021)",527,525,2
"Hombres (022)",252,251,1
"Mujeres (023)",275,274,1
"De 45 a 64 años (024)",243,240,3
"Hombres (025)",129,127,2
"Mujeres (026)",114,113,1
"De 65 y más años (027)",141,119,22
"Hombres (028)",57,54,3
"Mujeres (029)",84,65,19
,,,
"RURAL (030)",3931,3703,228
"Hombres (031)",1787,1719,68
"Mujeres (032)",2144,1984,160
"De 18 a 29 años (033)",1030,998,32
"Hombres (034)",508,488,20
"Mujeres (035)",522,510,12
"De 30 a 44 años (036)",1038,1025,13
"Hombres (037)",488,483,5
"Mujeres (038)",550,542,8
"De 45 a 64 años (039)",1100,1057,43
"Hombres (040)",474,461,13
"Mujeres (041)",626,596,30
"De 65 y más años (042)",763,623,140
"Hombres (043)",317,287,30
"Mujeres (044)",446,336,110
