"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia YAUYOS",,,,,,,
"Viviendas particulares (001)",7806,1048,410,146,575,270,5357
"Ocupantes presentes (002)",25093,3651,1282,460,1941,989,16770
"Casa independiente",,,,,,,
"Viviendas particulares (004)",7234,996,346,145,566,263,4918
"Ocupantes presentes (005)",23502,3481,1103,456,1918,971,15573
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",6,3,3,,,,
"Ocupantes presentes (008)",13,7,6,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",30,5,1,,,,24
"Ocupantes presentes (011)",103,19,3,,,,81
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",131,33,59,,,,39
"Ocupantes presentes (014)",407,104,163,,,,140
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",344,,,,7,6,331
"Ocupantes presentes (017)",869,,,,19,11,839
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",42,9,1,1,,1,30
"Ocupantes presentes (020)",146,36,7,4,,7,92
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",8,2,,,1,,5
"Ocupantes presentes (023)",24,4,,,3,,17
"Otro tipo",,,,,,,
"Viviendas particulares (025)",11,,,,1,,10
"Ocupantes presentes (026)",29,,,,1,,28
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",4753,1008,401,100,194,125,2925
"Ocupantes presentes (029)",15451,3501,1261,308,629,472,9280
"Casa independiente",,,,,,,
"Viviendas particulares (031)",4528,957,337,99,192,124,2819
"Ocupantes presentes (032)",14734,3332,1082,304,625,465,8926
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",6,3,3,,,,
"Ocupantes presentes (035)",13,7,6,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",30,5,1,,,,24
"Ocupantes presentes (038)",103,19,3,,,,81
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",131,33,59,,,,39
"Ocupantes presentes (041)",407,104,163,,,,140
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",42,9,1,1,,1,30
"Ocupantes presentes (047)",146,36,7,4,,7,92
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",6,1,,,1,,4
"Ocupantes presentes (050)",20,3,,,3,,14
"Otro tipo",,,,,,,
"Viviendas particulares (052)",10,,,,1,,9
"Ocupantes presentes (053)",28,,,,1,,27
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",3053,40,9,46,381,145,2432
"Ocupantes presentes (056)",9642,150,21,152,1312,517,7490
"Casa independiente",,,,,,,
"Viviendas particulares (058)",2706,39,9,46,374,139,2099
"Ocupantes presentes (059)",8768,149,21,152,1293,506,6647
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",344,,,,7,6,331
"Ocupantes presentes (071)",869,,,,19,11,839
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,1,,,,,1
"Ocupantes presentes (077)",4,1,,,,,3
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,,,1
"Ocupantes presentes (080)",1,,,,,,1
