"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia BONGARA (000)",10037,216,3324,3495,2315,687
"Empleado (001)",1305,3,412,620,257,13
"Obrero (002)",1348,22,560,467,247,52
"Trabajador independiente (003)",5494,42,1403,1988,1535,526
"Empleador o patrono (004)",203,,41,72,66,24
"Trabajador familiar no remunerado (005)",1506,146,809,310,176,65
"Trabajador del hogar (006)",181,3,99,38,34,7
"Hombres (008)",7505,173,2573,2528,1716,515
"Empleado (009)",800,2,241,369,178,10
"Obrero (010)",1140,17,492,394,197,40
"Trabajador independiente (011)",4460,37,1169,1589,1240,425
"Empleador o patrono (012)",170,,39,59,54,18
"Trabajador familiar no remunerado (013)",933,117,631,117,46,22
"Trabajador del hogar (014)",2,,1,,1,
"Mujeres (016)",2532,43,751,967,599,172
"Empleado (017)",505,1,171,251,79,3
"Obrero (018)",208,5,68,73,50,12
"Trabajador independiente (019)",1034,5,234,399,295,101
"Empleador o patrono (020)",33,,2,13,12,6
"Trabajador familiar no remunerado (021)",573,29,178,193,130,43
"Trabajador del hogar (022)",179,3,98,38,33,7
,,,,,,
"URBANA (024)",6248,104,1870,2332,1535,407
"Empleado (025)",1157,3,349,556,236,13
"Obrero (026)",716,9,272,271,133,31
"Trabajador independiente (027)",3297,26,774,1234,967,296
"Empleador o patrono (028)",152,,32,50,55,15
"Trabajador familiar no remunerado (029)",769,63,361,185,115,45
"Trabajador del hogar (030)",157,3,82,36,29,7
"Hombres (032)",4341,83,1342,1558,1072,286
"Empleado (033)",700,2,205,319,164,10
"Obrero (034)",594,8,235,224,105,22
"Trabajador independiente (035)",2504,22,612,915,728,227
"Empleador o patrono (036)",127,,31,40,46,10
"Trabajador familiar no remunerado (037)",415,51,258,60,29,17
"Trabajador del hogar (038)",1,,1,,,
"Mujeres (040)",1907,21,528,774,463,121
"Empleado (041)",457,1,144,237,72,3
"Obrero (042)",122,1,37,47,28,9
"Trabajador independiente (043)",793,4,162,319,239,69
"Empleador o patrono (044)",25,,1,10,9,5
"Trabajador familiar no remunerado (045)",354,12,103,125,86,28
"Trabajador del hogar (046)",156,3,81,36,29,7
,,,,,,
"RURAL (048)",3789,112,1454,1163,780,280
"Empleado (049)",148,,63,64,21,
"Obrero (050)",632,13,288,196,114,21
"Trabajador independiente (051)",2197,16,629,754,568,230
"Empleador o patrono (052)",51,,9,22,11,9
"Trabajador familiar no remunerado (053)",737,83,448,125,61,20
"Trabajador del hogar (054)",24,,17,2,5,
"Hombres (056)",3164,90,1231,970,644,229
"Empleado (057)",100,,36,50,14,
"Obrero (058)",546,9,257,170,92,18
"Trabajador independiente (059)",1956,15,557,674,512,198
"Empleador o patrono (060)",43,,8,19,8,8
"Trabajador familiar no remunerado (061)",518,66,373,57,17,5
"Trabajador del hogar (062)",1,,,,1,
"Mujeres (064)",625,22,223,193,136,51
"Empleado (065)",48,,27,14,7,
"Obrero (066)",86,4,31,26,22,3
"Trabajador independiente (067)",241,1,72,80,56,32
"Empleador o patrono (068)",8,,1,3,3,1
"Trabajador familiar no remunerado (069)",219,17,75,68,44,15
"Trabajador del hogar (070)",23,,17,2,4,
