"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia SATIPO",,,,,,,,,
"Viviendas particulares (001)",9995,256,236,138,632,73,56,123,8481
"Ocupantes presentes (002)",45657,1246,982,638,2773,331,264,578,38845
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",8351,196,185,104,521,61,44,106,7134
"Ocupantes presentes (005)",39210,1027,810,482,2344,308,226,504,33509
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",115,,6,2,2,,,,105
"Ocupantes presentes (008)",470,,12,8,7,,,,443
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",835,21,39,18,44,7,3,14,689
"Ocupantes presentes (011)",2789,72,137,94,148,12,11,56,2259
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",390,20,4,13,31,3,9,3,307
"Ocupantes presentes (014)",1712,79,18,49,83,7,27,18,1431
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",220,1,1,,27,,,,191
"Ocupantes presentes (017)",1142,5,1,,167,,,,969
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",64,15,1,1,5,1,,,41
"Ocupantes presentes (020)",291,59,4,5,21,3,,,199
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",19,3,,,2,1,,,13
"Ocupantes presentes (023)",37,4,,,3,1,,,29
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",6,,,,,,,,6
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",7855,238,193,132,409,45,49,108,6681
"Ocupantes presentes (029)",35514,1169,796,611,1746,190,217,514,30271
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",6433,179,143,98,326,33,37,91,5526
"Ocupantes presentes (032)",30216,955,625,455,1485,167,179,440,25910
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",115,,6,2,2,,,,105
"Ocupantes presentes (035)",470,,12,8,7,,,,443
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",835,21,39,18,44,7,3,14,689
"Ocupantes presentes (038)",2789,72,137,94,148,12,11,56,2259
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",390,20,4,13,31,3,9,3,307
"Ocupantes presentes (041)",1712,79,18,49,83,7,27,18,1431
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",64,15,1,1,5,1,,,41
"Ocupantes presentes (047)",291,59,4,5,21,3,,,199
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",18,3,,,1,1,,,13
"Ocupantes presentes (050)",36,4,,,2,1,,,29
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2140,18,43,6,223,28,7,15,1800
"Ocupantes presentes (056)",10143,77,186,27,1027,141,47,64,8574
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1918,17,42,6,195,28,7,15,1608
"Ocupantes presentes (059)",8994,72,185,27,859,141,47,64,7599
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",220,1,1,,27,,,,191
"Ocupantes presentes (071)",1142,5,1,,167,,,,969
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,1,,,,
"Ocupantes presentes (077)",1,,,,1,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",6,,,,,,,,6
