"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LA MAR (000)",71198,12453,1321,36956,17169,812,1087,476,924
"Hombres (001)",36751,3879,676,19454,10691,496,604,337,614
"Mujeres (002)",34447,8574,645,17502,6478,316,483,139,310
"PEA (003)",27806,4531,60,12229,8389,532,933,286,846
"Hombres (004)",20124,2494,35,9193,6673,378,550,225,576
"Mujeres (005)",7682,2037,25,3036,1716,154,383,61,270
"Ocupada (006)",26558,4341,58,11734,7924,499,911,266,825
"Hombres (007)",19228,2382,34,8832,6321,355,534,209,561
"Mujeres (008)",7330,1959,24,2902,1603,144,377,57,264
"Desocupada (009)",1248,190,2,495,465,33,22,20,21
"Hombres (010)",896,112,1,361,352,23,16,16,15
"Mujeres (011)",352,78,1,134,113,10,6,4,6
"No PEA (012)",43392,7922,1261,24727,8780,280,154,190,78
"Hombres (013)",16627,1385,641,10261,4018,118,54,112,38
"Mujeres (014)",26765,6537,620,14466,4762,162,100,78,40
,,,,,,,,,
"URBANA (018)",29569,3994,569,13675,8919,562,793,360,697
"Hombres (019)",15139,1211,300,6977,5221,318,408,247,457
"Mujeres (020)",14430,2783,269,6698,3698,244,385,113,240
"PEA (021)",12949,1747,36,4874,4387,375,670,224,636
"Hombres (022)",8463,826,20,3223,3187,244,362,173,428
"Mujeres (023)",4486,921,16,1651,1200,131,308,51,208
"Ocupada (024)",12204,1632,34,4593,4119,348,653,208,617
"Hombres (025)",7964,770,19,3033,2991,227,351,159,414
"Mujeres (026)",4240,862,15,1560,1128,121,302,49,203
"Desocupada (027)",745,115,2,281,268,27,17,16,19
"Hombres (028)",499,56,1,190,196,17,11,14,14
"Mujeres (029)",246,59,1,91,72,10,6,2,5
"No PEA (030)",16620,2247,533,8801,4532,187,123,136,61
"Hombres (031)",6676,385,280,3754,2034,74,46,74,29
"Mujeres (032)",9944,1862,253,5047,2498,113,77,62,32
,,,,,,,,,
"RURAL (036)",41629,8459,752,23281,8250,250,294,116,227
"Hombres (037)",21612,2668,376,12477,5470,178,196,90,157
"Mujeres (038)",20017,5791,376,10804,2780,72,98,26,70
"PEA (039)",14857,2784,24,7355,4002,157,263,62,210
"Hombres (040)",11661,1668,15,5970,3486,134,188,52,148
"Mujeres (041)",3196,1116,9,1385,516,23,75,10,62
"Ocupada (042)",14354,2709,24,7141,3805,151,258,58,208
"Hombres (043)",11264,1612,15,5799,3330,128,183,50,147
"Mujeres (044)",3090,1097,9,1342,475,23,75,8,61
"Desocupada (045)",503,75,,214,197,6,5,4,2
"Hombres (046)",397,56,,171,156,6,5,2,1
"Mujeres (047)",106,19,,43,41,,,2,1
"No PEA (048)",26772,5675,728,15926,4248,93,31,54,17
"Hombres (049)",9951,1000,361,6507,1984,44,8,38,9
"Mujeres (050)",16821,4675,367,9419,2264,49,23,16,8
