"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia URUBAMBA (000)",19685,1265,9,5695,7994,1067,1716,557,1382
"Empleado (001)",4380,46,,298,1427,427,1057,252,873
"Obrero (002)",2759,80,3,741,1565,136,126,58,50
"Trabajador independiente (003)",9804,855,5,3658,3882,400,434,197,373
"Empleador o patrono (004)",362,10,,82,160,23,25,19,43
"Trabajador familiar no remunerado (005)",1997,252,,789,776,66,57,20,37
"Trabajador del hogar (006)",383,22,1,127,184,15,17,11,6
"Hombres (008)",13371,631,4,4072,5767,704,972,394,827
"Empleado (009)",2672,20,,191,994,270,529,184,484
"Obrero (010)",2538,51,3,682,1468,127,113,50,44
"Trabajador independiente (011)",6665,478,1,2660,2622,250,284,127,243
"Empleador o patrono (012)",262,3,,53,121,15,17,16,37
"Trabajador familiar no remunerado (013)",1158,75,,459,528,36,27,15,18
"Trabajador del hogar (014)",76,4,,27,34,6,2,2,1
"Mujeres (016)",6314,634,5,1623,2227,363,744,163,555
"Empleado (017)",1708,26,,107,433,157,528,68,389
"Obrero (018)",221,29,,59,97,9,13,8,6
"Trabajador independiente (019)",3139,377,4,998,1260,150,150,70,130
"Empleador o patrono (020)",100,7,,29,39,8,8,3,6
"Trabajador familiar no remunerado (021)",839,177,,330,248,30,30,5,19
"Trabajador del hogar (022)",307,18,1,100,150,9,15,9,5
,,,,,,,,,
"URBANA (024)",11185,362,5,2158,4718,820,1423,487,1212
"Empleado (025)",3676,38,,217,1124,356,921,230,790
"Obrero (026)",1562,36,2,349,898,97,91,46,43
"Trabajador independiente (027)",4688,233,2,1220,2129,288,337,167,312
"Empleador o patrono (028)",263,6,,49,113,21,21,17,36
"Trabajador familiar no remunerado (029)",707,35,,238,309,44,37,17,27
"Trabajador del hogar (030)",289,14,1,85,145,14,16,10,4
"Hombres (032)",6720,118,2,1224,3041,524,774,331,706
"Empleado (033)",2195,19,,125,780,226,453,162,430
"Obrero (034)",1404,21,2,310,823,91,81,39,37
"Trabajador independiente (035)",2515,64,,619,1162,166,209,102,193
"Empleador o patrono (036)",185,1,,29,79,14,15,15,32
"Trabajador familiar no remunerado (037)",359,11,,117,170,22,14,12,13
"Trabajador del hogar (038)",62,2,,24,27,5,2,1,1
"Mujeres (040)",4465,244,3,934,1677,296,649,156,506
"Empleado (041)",1481,19,,92,344,130,468,68,360
"Obrero (042)",158,15,,39,75,6,10,7,6
"Trabajador independiente (043)",2173,169,2,601,967,122,128,65,119
"Empleador o patrono (044)",78,5,,20,34,7,6,2,4
"Trabajador familiar no remunerado (045)",348,24,,121,139,22,23,5,14
"Trabajador del hogar (046)",227,12,1,61,118,9,14,9,3
,,,,,,,,,
"RURAL (048)",8500,903,4,3537,3276,247,293,70,170
"Empleado (049)",704,8,,81,303,71,136,22,83
"Obrero (050)",1197,44,1,392,667,39,35,12,7
"Trabajador independiente (051)",5116,622,3,2438,1753,112,97,30,61
"Empleador o patrono (052)",99,4,,33,47,2,4,2,7
"Trabajador familiar no remunerado (053)",1290,217,,551,467,22,20,3,10
"Trabajador del hogar (054)",94,8,,42,39,1,1,1,2
"Hombres (056)",6651,513,2,2848,2726,180,198,63,121
"Empleado (057)",477,1,,66,214,44,76,22,54
"Obrero (058)",1134,30,1,372,645,36,32,11,7
"Trabajador independiente (059)",4150,414,1,2041,1460,84,75,25,50
"Empleador o patrono (060)",77,2,,24,42,1,2,1,5
"Trabajador familiar no remunerado (061)",799,64,,342,358,14,13,3,5
"Trabajador del hogar (062)",14,2,,3,7,1,,1,
"Mujeres (064)",1849,390,2,689,550,67,95,7,49
"Empleado (065)",227,7,,15,89,27,60,,29
"Obrero (066)",63,14,,20,22,3,3,1,
"Trabajador independiente (067)",966,208,2,397,293,28,22,5,11
"Empleador o patrono (068)",22,2,,9,5,1,2,1,2
"Trabajador familiar no remunerado (069)",491,153,,209,109,8,7,,5
"Trabajador del hogar (070)",80,6,,39,32,,1,,2
