"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia YUNGUYO (000)",36502,5430,6079,6240,5622,4591,8540
"Católica (001)",29699,4551,5070,5201,4714,3768,6395
"Cristiana/Evangélica (002)",5091,624,713,740,656,638,1720
"Otra (003)",936,112,130,158,129,108,299
"Ninguna (004)",776,143,166,141,123,77,126
"Hombres (006)",17885,2713,3139,2965,2762,2230,4076
"Católica (007)",14676,2272,2620,2468,2335,1844,3137
"Cristiana/Evangélica (008)",2347,306,360,344,301,289,747
"Otra (009)",440,57,63,73,62,51,134
"Ninguna (010)",422,78,96,80,64,46,58
"Mujeres (012)",18617,2717,2940,3275,2860,2361,4464
"Católica (013)",15023,2279,2450,2733,2379,1924,3258
"Cristiana/Evangélica (014)",2744,318,353,396,355,349,973
"Otra (015)",496,55,67,85,67,57,165
"Ninguna (016)",354,65,70,61,59,31,68
,,,,,,,
"URBANA (018)",13332,2018,2342,2610,2395,1682,2285
"Católica (019)",11069,1679,1969,2186,2013,1420,1802
"Cristiana/Evangélica (020)",1351,191,215,227,234,169,315
"Otra (021)",540,80,91,113,88,54,114
"Ninguna (022)",372,68,67,84,60,39,54
"Hombres (024)",6482,954,1182,1220,1186,829,1111
"Católica (025)",5368,787,981,1015,994,705,886
"Cristiana/Evangélica (026)",644,89,119,103,114,75,144
"Otra (027)",260,43,46,48,44,26,53
"Ninguna (028)",210,35,36,54,34,23,28
"Mujeres (030)",6850,1064,1160,1390,1209,853,1174
"Católica (031)",5701,892,988,1171,1019,715,916
"Cristiana/Evangélica (032)",707,102,96,124,120,94,171
"Otra (033)",280,37,45,65,44,28,61
"Ninguna (034)",162,33,31,30,26,16,26
,,,,,,,
"RURAL (036)",23170,3412,3737,3630,3227,2909,6255
"Católica (037)",18630,2872,3101,3015,2701,2348,4593
"Cristiana/Evangélica (038)",3740,433,498,513,422,469,1405
"Otra (039)",396,32,39,45,41,54,185
"Ninguna (040)",404,75,99,57,63,38,72
"Hombres (042)",11403,1759,1957,1745,1576,1401,2965
"Católica (043)",9308,1485,1639,1453,1341,1139,2251
"Cristiana/Evangélica (044)",1703,217,241,241,187,214,603
"Otra (045)",180,14,17,25,18,25,81
"Ninguna (046)",212,43,60,26,30,23,30
"Mujeres (048)",11767,1653,1780,1885,1651,1508,3290
"Católica (049)",9322,1387,1462,1562,1360,1209,2342
"Cristiana/Evangélica (050)",2037,216,257,272,235,255,802
"Otra (051)",216,18,22,20,23,29,104
"Ninguna (052)",192,32,39,31,33,15,42
