"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia PALLASCA (000)",10270,10053,2891,1136,1048,916,1567,1161,1334,217
"Católica (001)",8668,8490,2513,989,896,771,1311,962,1048,178
"Cristiana/Evangélica (002)",1336,1307,308,117,123,119,221,170,249,29
"Otra (003)",139,133,39,11,13,10,25,17,18,6
"Ninguna (004)",127,123,31,19,16,16,10,12,19,4
,,,,,,,,,,
"URBANA (006)",5601,5485,1609,631,586,549,870,602,638,116
"Católica (007)",4822,4729,1425,560,513,467,742,504,518,93
"Cristiana/Evangélica (008)",642,626,146,56,60,68,105,83,108,16
"Otra (009)",88,83,24,8,9,8,19,9,6,5
"Ninguna (010)",49,47,14,7,4,6,4,6,6,2
,,,,,,,,,,
"RURAL (012)",4669,4568,1282,505,462,367,697,559,696,101
"Católica (013)",3846,3761,1088,429,383,304,569,458,530,85
"Cristiana/Evangélica (014)",694,681,162,61,63,51,116,87,141,13
"Otra (015)",51,50,15,3,4,2,6,8,12,1
"Ninguna (016)",78,76,17,12,12,10,6,6,13,2
