"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia YUNGUYO (000)",1144,393,751
"Sin nivel (001)",51,12,39
"Educación inicial (002)",1,,1
"Primaria (003)",275,91,184
"Secundaria (004)",659,236,423
"Superior no univ. incompleta (005)",45,15,30
"Superior no univ. completa (006)",51,14,37
"Superior univ. incompleta (007)",20,6,14
"Superior univ. completa (008)",42,19,23
"Hombres (010)",798,265,533
"Sin nivel (011)",29,8,21
"Educación inicial (012)",1,,1
"Primaria (013)",190,55,135
"Secundaria (014)",467,168,299
"Superior no univ. incompleta (015)",31,8,23
"Superior no univ. completa (016)",34,10,24
"Superior univ. incompleta (017)",14,4,10
"Superior univ. completa (018)",32,12,20
"Mujeres (020)",346,128,218
"Sin nivel (021)",22,4,18
"Primaria (023)",85,36,49
"Secundaria (024)",192,68,124
"Superior no univ. incompleta (025)",14,7,7
"Superior no univ. completa (026)",17,4,13
"Superior univ. incompleta (027)",6,2,4
"Superior univ. completa (028)",10,7,3
,,,
"AREA URBANA (030)",440,103,337
"Sin nivel (031)",17,2,15
"Primaria (033)",90,19,71
"Secundaria (034)",234,48,186
"Superior no univ. incompleta (035)",24,9,15
"Superior no univ. completa (036)",38,11,27
"Superior univ. incompleta (037)",12,3,9
"Superior univ. completa (038)",25,11,14
"Hombres (040)",283,64,219
"Sin nivel (041)",9,1,8
"Primaria (043)",57,11,46
"Secundaria (044)",153,31,122
"Superior no univ. incompleta (045)",15,6,9
"Superior no univ. completa (046)",25,8,17
"Superior univ. incompleta (047)",7,1,6
"Superior univ. completa (048)",17,6,11
"Mujeres (050)",157,39,118
"Sin nivel (051)",8,1,7
"Primaria (053)",33,8,25
"Secundaria (054)",81,17,64
"Superior no univ. incompleta (055)",9,3,6
"Superior no univ. completa (056)",13,3,10
"Superior univ. incompleta (057)",5,2,3
"Superior univ. completa (058)",8,5,3
,,,
"AREA RURAL (060)",704,290,414
"Sin nivel (061)",34,10,24
"Educación inicial (062)",1,,1
"Primaria (063)",185,72,113
"Secundaria (064)",425,188,237
"Superior no univ. incompleta (065)",21,6,15
"Superior no univ. completa (066)",13,3,10
"Superior univ. incompleta (067)",8,3,5
"Superior univ. completa (068)",17,8,9
"Hombres (070)",515,201,314
"Sin nivel (071)",20,7,13
"Educación inicial (072)",1,,1
"Primaria (073)",133,44,89
"Secundaria (074)",314,137,177
"Superior no univ. incompleta (075)",16,2,14
"Superior no univ. completa (076)",9,2,7
"Superior univ. incompleta (077)",7,3,4
"Superior univ. completa (078)",15,6,9
"Mujeres (080)",189,89,100
"Sin nivel (081)",14,3,11
"Primaria (083)",52,28,24
"Secundaria (084)",111,51,60
"Superior no univ. incompleta (085)",5,4,1
"Superior no univ. completa (086)",4,1,3
"Superior univ. incompleta (087)",1,,1
"Superior univ. completa (088)",2,2,
