"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia TAHUAMANU (000)",4247,3618,629
"De 3 a 5 años (001)",571,38,533
"De 6 a 11 años (002)",1108,1023,85
"De 12 a 16 años (003)",1006,1002,4
"De 17 a 24 años (004)",1562,1555,7
"Hombres (005)",2217,1906,311
"De 3 a 5 años (006)",279,19,260
"De 6 a 11 años (007)",556,512,44
"De 12 a 16 años (008)",512,509,3
"De 17 a 24 años (009)",870,866,4
"Mujeres (010)",2030,1712,318
"De 3 a 5 años (011)",292,19,273
"De 6 a 11 años (012)",552,511,41
"De 12 a 16 años (013)",494,493,1
"De 17 a 24 años (014)",692,689,3
,,,
"URBANA (015)",3079,2628,451
"De 3 a 5 años (016)",416,29,387
"De 6 a 11 años (017)",780,720,60
"De 12 a 16 años (018)",713,712,1
"De 17 a 24 años (019)",1170,1167,3
"Hombres (020)",1558,1346,212
"De 3 a 5 años (021)",191,12,179
"De 6 a 11 años (022)",394,362,32
"De 12 a 16 años (023)",348,348,
"De 17 a 24 años (024)",625,624,1
"Mujeres (025)",1521,1282,239
"De 3 a 5 años (026)",225,17,208
"De 6 a 11 años (027)",386,358,28
"De 12 a 16 años (028)",365,364,1
"De 17 a 24 años (029)",545,543,2
,,,
"RURAL (030)",1168,990,178
"De 3 a 5 años (031)",155,9,146
"De 6 a 11 años (032)",328,303,25
"De 12 a 16 años (033)",293,290,3
"De 17 a 24 años (034)",392,388,4
"Hombres (035)",659,560,99
"De 3 a 5 años (036)",88,7,81
"De 6 a 11 años (037)",162,150,12
"De 12 a 16 años (038)",164,161,3
"De 17 a 24 años (039)",245,242,3
"Mujeres (040)",509,430,79
"De 3 a 5 años (041)",67,2,65
"De 6 a 11 años (042)",166,153,13
"De 12 a 16 años (043)",129,129,
"De 17 a 24 años (044)",147,146,1
