"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia RIOJA (000)",36917,31204,2783,1668,1262
"Agric., ganadería, caza y silvicultura (001)",20272,18564,1354,322,32
"Pesca (002)",7,7,,,
"Explotación de minas y canteras (003)",11,2,4,1,4
"Industrias manufactureras (004)",1486,1156,186,95,49
"Suministro de electricidad, gas y agua (005)",38,12,8,17,1
"Construcción (006)",1135,783,214,101,37
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",4834,4523,256,45,10
"Venta, mant.y rep. veh.autom y motoc. (008)",550,494,40,10,6
"Comercio al por mayor (009)",200,170,22,4,4
"Comercio al por menor (010)",4084,3859,194,31,
"Hoteles y restaurantes (011)",1228,1146,67,14,1
"Trans., almac. y comunicaciones (012)",1814,1540,115,73,86
"Intermediación financiera (013)",47,8,14,19,6
"Activid.inmobil., empres. y alquileres (014)",431,223,85,67,56
"Admin.pub. y defensa; p. segur soc.afil (015)",461,,,,461
"Enseñanza (016)",1585,342,270,761,212
"Servicios sociales y de salud (017)",426,137,29,29,231
"Otras activ. serv.comun.soc y personales (018)",493,377,73,29,14
"Hogares privados con servicio doméstico (019)",1336,1336,,,
"Actividad economica no especificada (021)",1313,1048,108,95,62
"Hombres (022)",27713,23590,2188,1133,802
"Agric., ganadería, caza y silvicultura (023)",18307,16828,1175,273,31
"Pesca (024)",6,6,,,
"Explotación de minas y canteras (025)",11,2,4,1,4
"Industrias manufactureras (026)",1160,856,174,88,42
"Suministro de electricidad, gas y agua (027)",35,10,8,16,1
"Construcción (028)",1117,775,210,95,37
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",2574,2380,152,32,10
"Venta, mant.y rep. veh.autom y motoc. (030)",508,452,40,10,6
"Comercio al por mayor (031)",134,113,14,3,4
"Comercio al por menor (032)",1932,1815,98,19,
"Hoteles y restaurantes (033)",213,190,16,6,1
"Trans., almac. y comunicaciones (034)",1707,1449,106,69,83
"Intermediación financiera (035)",37,7,11,14,5
"Activid.inmobil., empres. y alquileres (036)",329,165,72,51,41
"Admin.pub. y defensa; p. segur soc.afil (037)",299,,,,299
"Enseñanza (038)",804,137,126,409,132
"Servicios sociales y de salud (039)",163,71,13,9,70
"Otras activ. serv.comun.soc y personales (040)",282,197,53,21,11
"Hogares privados con servicio doméstico (041)",51,51,,,
