"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia EL COLLAO (000)",77567,11532,1707,29133,26849,2679,2247,1540,1880
"Quechua (001)",503,53,6,154,181,24,24,13,48
"Aymara (002)",59347,9604,889,23881,20618,1463,1299,686,907
"Ashaninca (003)",116,22,4,40,46,2,1,1,
"Otra lengua nativa (004)",17,2,1,3,10,1,,,
"Castellano (005)",17505,1792,806,5042,5989,1188,923,840,925
"Idioma extranjero (006)",1,,,,1,,,,
"Es sordomudo/a (007)",78,59,1,13,4,1,,,
"Hombres (009)",39387,3690,918,13999,15285,1711,1431,1026,1327
"Quechua (010)",249,12,3,56,102,14,16,11,35
"Aymara (011)",29649,2700,480,11438,11955,959,912,500,705
"Ashaninca (012)",58,12,3,15,25,1,1,1,
"Otra lengua nativa (013)",10,1,,1,8,,,,
"Castellano (014)",9373,927,432,2482,3192,737,502,514,587
"Idioma extranjero (015)",1,,,,1,,,,
"Es sordomudo/a (016)",47,38,,7,2,,,,
"Mujeres (018)",38180,7842,789,15134,11564,968,816,514,553
"Quechua (019)",254,41,3,98,79,10,8,2,13
"Aymara (020)",29698,6904,409,12443,8663,504,387,186,202
"Ashaninca (021)",58,10,1,25,21,1,,,
"Otra lengua nativa (022)",7,1,1,2,2,1,,,
"Castellano (023)",8132,865,374,2560,2797,451,421,326,338
"Es sordomudo/a (025)",31,21,1,6,2,1,,,
,,,,,,,,,
"URBANA (027)",24305,2062,595,7198,8903,1624,1445,1067,1411
"Quechua (028)",337,30,5,98,116,19,19,9,41
"Aymara (029)",12143,1047,85,4058,4828,612,622,337,554
"Ashaninca (030)",32,7,,7,16,1,1,,
"Otra lengua nativa (031)",6,,,,5,1,,,
"Castellano (032)",11772,969,505,3031,3937,990,803,721,816
"Es sordomudo/a (034)",15,9,,4,1,1,,,
"Hombres (036)",12506,769,319,3277,4680,1005,850,660,946
"Quechua (037)",156,5,2,32,61,10,11,7,28
"Aymara (038)",6179,272,50,1763,2652,384,417,223,418
"Ashaninca (039)",12,1,,1,9,,1,,
"Otra lengua nativa (040)",4,,,,4,,,,
"Castellano (041)",6147,485,267,1479,1954,611,421,430,500
"Es sordomudo/a (043)",8,6,,2,,,,,
"Mujeres (045)",11799,1293,276,3921,4223,619,595,407,465
"Quechua (046)",181,25,3,66,55,9,8,2,13
"Aymara (047)",5964,775,35,2295,2176,228,205,114,136
"Ashaninca (048)",20,6,,6,7,1,,,
"Otra lengua nativa (049)",2,,,,1,1,,,
"Castellano (050)",5625,484,238,1552,1983,379,382,291,316
"Es sordomudo/a (052)",7,3,,2,1,1,,,
,,,,,,,,,
"RURAL (054)",53262,9470,1112,21935,17946,1055,802,473,469
"Quechua (055)",166,23,1,56,65,5,5,4,7
"Aymara (056)",47204,8557,804,19823,15790,851,677,349,353
"Ashaninca (057)",84,15,4,33,30,1,,1,
"Otra lengua nativa (058)",11,2,1,3,5,,,,
"Castellano (059)",5733,823,301,2011,2052,198,120,119,109
"Idioma extranjero (060)",1,,,,1,,,,
"Es sordomudo/a (061)",63,50,1,9,3,,,,
"Hombres (063)",26881,2921,599,10722,10605,706,581,366,381
"Quechua (064)",93,7,1,24,41,4,5,4,7
"Aymara (065)",23470,2428,430,9675,9303,575,495,277,287
"Ashaninca (066)",46,11,3,14,16,1,,1,
"Otra lengua nativa (067)",6,1,,1,4,,,,
"Castellano (068)",3226,442,165,1003,1238,126,81,84,87
"Idioma extranjero (069)",1,,,,1,,,,
"Es sordomudo/a (070)",39,32,,5,2,,,,
"Mujeres (072)",26381,6549,513,11213,7341,349,221,107,88
"Quechua (073)",73,16,,32,24,1,,,
"Aymara (074)",23734,6129,374,10148,6487,276,182,72,66
"Ashaninca (075)",38,4,1,19,14,,,,
"Otra lengua nativa (076)",5,1,1,2,1,,,,
"Castellano (077)",2507,381,136,1008,814,72,39,35,22
"Es sordomudo/a (079)",24,18,1,4,1,,,,
