"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia HUARMEY",,,,,,,,,
"Viviendas particulares (001)",6602,3154,1906,74,409,1018,5,11,25
"Ocupantes presentes (002)",27279,13761,7375,287,1699,3969,15,51,122
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6340,3049,1876,73,366,941,4,11,20
"Ocupantes presentes (005)",26268,13420,7254,278,1493,3665,13,51,94
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",13,13,,,,,,,
"Ocupantes presentes (008)",58,58,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",67,55,10,1,1,,,,
"Ocupantes presentes (011)",212,155,46,9,2,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",46,32,7,,3,4,,,
"Ocupantes presentes (014)",175,106,29,,15,25,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",92,,11,,39,37,1,,4
"Ocupantes presentes (017)",382,,41,,189,129,2,,21
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",37,,,,,36,,,1
"Ocupantes presentes (020)",157,,,,,150,,,7
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,5,2,,,,,,
"Ocupantes presentes (023)",27,22,5,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4818,2968,847,61,157,751,3,11,20
"Ocupantes presentes (029)",20609,13070,3450,247,687,2992,12,51,100
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4649,2863,829,60,153,711,3,11,19
"Ocupantes presentes (032)",19981,12729,3371,238,670,2817,12,51,93
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",13,13,,,,,,,
"Ocupantes presentes (035)",58,58,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",67,55,10,1,1,,,,
"Ocupantes presentes (038)",212,155,46,9,2,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",46,32,7,,3,4,,,
"Ocupantes presentes (041)",175,106,29,,15,25,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",37,,,,,36,,,1
"Ocupantes presentes (047)",157,,,,,150,,,7
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",6,5,1,,,,,,
"Ocupantes presentes (050)",26,22,4,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1784,186,1059,13,252,267,2,,5
"Ocupantes presentes (056)",6670,691,3925,40,1012,977,3,,22
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1691,186,1047,13,213,230,1,,1
"Ocupantes presentes (059)",6287,691,3883,40,823,848,1,,1
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",92,,11,,39,37,1,,4
"Ocupantes presentes (071)",382,,41,,189,129,2,,21
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,1,,,,,,
"Ocupantes presentes (077)",1,,1,,,,,,
"Otro tipo",,,,,,,,,
