"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia UTCUBAMBA",,,,,,,,,
"Viviendas particulares (001)",3779,3236,380,36,50,4,10,8,55
"Ocupantes presentes (002)",15255,12991,1558,155,212,18,30,22,269
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",3482,2966,362,34,50,1,10,8,51
"Ocupantes presentes (005)",14348,12178,1499,148,212,3,30,22,256
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",20,20,,,,,,,
"Ocupantes presentes (008)",49,49,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",222,201,16,2,,3,,,
"Ocupantes presentes (011)",680,606,52,7,,15,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",48,42,2,,,,,,4
"Ocupantes presentes (014)",156,136,7,,,,,,13
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",1,1,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",6,6,,,,,,,
"Ocupantes presentes (023)",21,21,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3292,2916,293,23,17,3,8,8,24
"Ocupantes presentes (029)",13035,11564,1150,100,69,15,18,22,97
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2995,2646,275,21,17,,8,8,20
"Ocupantes presentes (032)",12128,10751,1091,93,69,,18,22,84
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",20,20,,,,,,,
"Ocupantes presentes (035)",49,49,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",222,201,16,2,,3,,,
"Ocupantes presentes (038)",680,606,52,7,,15,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",48,42,2,,,,,,4
"Ocupantes presentes (041)",156,136,7,,,,,,13
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",1,1,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",6,6,,,,,,,
"Ocupantes presentes (050)",21,21,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",487,320,87,13,33,1,2,,31
"Ocupantes presentes (056)",2220,1427,408,55,143,3,12,,172
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",487,320,87,13,33,1,2,,31
"Ocupantes presentes (059)",2220,1427,408,55,143,3,12,,172
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
