"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia ACOMAYO (000)",7198,81,2697,2380,722,240,110,53,8,,907
"Conviviente (001)",2252,25,954,729,205,49,19,4,2,,265
"Separado(a) (002)",228,2,86,77,27,11,5,3,,,17
"Casado(a) (003)",3113,35,1173,1110,341,111,55,25,4,,259
"Viudo(a) (004)",1241,12,433,411,133,62,28,19,2,,141
"Divorciado(a) (005)",38,1,15,10,3,1,,1,,,7
"Soltero(a) (006)",326,6,36,43,13,6,3,1,,,218
,,,,,,,,,,,
"URBANA (008)",3930,42,1374,1256,442,168,86,36,7,,519
"Conviviente (009)",1209,12,470,369,138,37,16,4,1,,162
"Separado(a) (010)",141,1,53,44,17,8,5,3,,,10
"Casado(a) (011)",1743,18,610,607,215,76,46,14,4,,153
"Viudo(a) (012)",607,6,215,200,63,40,16,13,2,,52
"Divorciado(a) (013)",25,1,10,8,1,1,,1,,,3
"Soltero(a) (014)",205,4,16,28,8,6,3,1,,,139
,,,,,,,,,,,
"RURAL (016)",3268,39,1323,1124,280,72,24,17,1,,388
"Conviviente (017)",1043,13,484,360,67,12,3,,1,,103
"Separado(a) (018)",87,1,33,33,10,3,,,,,7
"Casado(a) (019)",1370,17,563,503,126,35,9,11,,,106
"Viudo(a) (020)",634,6,218,211,70,22,12,6,,,89
"Divorciado(a) (021)",13,,5,2,2,,,,,,4
"Soltero(a) (022)",121,2,20,15,5,,,,,,79
