"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CHINCHA (000)",3117,754,2363
"Sin nivel (001)",52,13,39
"Educación inicial (002)",1,,1
"Primaria (003)",472,70,402
"Secundaria (004)",1529,400,1129
"Superior no univ. incompleta (005)",260,69,191
"Superior no univ. completa (006)",439,99,340
"Superior univ. incompleta (007)",119,38,81
"Superior univ. completa (008)",245,65,180
"Hombres (010)",1962,415,1547
"Sin nivel (011)",38,11,27
"Primaria (013)",314,35,279
"Secundaria (014)",1012,226,786
"Superior no univ. incompleta (015)",157,38,119
"Superior no univ. completa (016)",222,50,172
"Superior univ. incompleta (017)",73,23,50
"Superior univ. completa (018)",146,32,114
"Mujeres (020)",1155,339,816
"Sin nivel (021)",14,2,12
"Educación inicial (022)",1,,1
"Primaria (023)",158,35,123
"Secundaria (024)",517,174,343
"Superior no univ. incompleta (025)",103,31,72
"Superior no univ. completa (026)",217,49,168
"Superior univ. incompleta (027)",46,15,31
"Superior univ. completa (028)",99,33,66
,,,
"AREA URBANA (030)",2888,681,2207
"Sin nivel (031)",49,11,38
"Educación inicial (032)",1,,1
"Primaria (033)",423,63,360
"Secundaria (034)",1408,357,1051
"Superior no univ. incompleta (035)",248,65,183
"Superior no univ. completa (036)",407,86,321
"Superior univ. incompleta (037)",117,38,79
"Superior univ. completa (038)",235,61,174
"Hombres (040)",1801,374,1427
"Sin nivel (041)",36,10,26
"Primaria (043)",275,30,245
"Secundaria (044)",929,203,726
"Superior no univ. incompleta (045)",146,35,111
"Superior no univ. completa (046)",202,42,160
"Superior univ. incompleta (047)",72,23,49
"Superior univ. completa (048)",141,31,110
"Mujeres (050)",1087,307,780
"Sin nivel (051)",13,1,12
"Educación inicial (052)",1,,1
"Primaria (053)",148,33,115
"Secundaria (054)",479,154,325
"Superior no univ. incompleta (055)",102,30,72
"Superior no univ. completa (056)",205,44,161
"Superior univ. incompleta (057)",45,15,30
"Superior univ. completa (058)",94,30,64
,,,
"AREA RURAL (060)",229,73,156
"Sin nivel (061)",3,2,1
"Primaria (063)",49,7,42
"Secundaria (064)",121,43,78
"Superior no univ. incompleta (065)",12,4,8
"Superior no univ. completa (066)",32,13,19
"Superior univ. incompleta (067)",2,,2
"Superior univ. completa (068)",10,4,6
"Hombres (070)",161,41,120
"Sin nivel (071)",2,1,1
"Primaria (073)",39,5,34
"Secundaria (074)",83,23,60
"Superior no univ. incompleta (075)",11,3,8
"Superior no univ. completa (076)",20,8,12
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",5,1,4
"Mujeres (080)",68,32,36
"Sin nivel (081)",1,1,
"Primaria (083)",10,2,8
"Secundaria (084)",38,20,18
"Superior no univ. incompleta (085)",1,1,
"Superior no univ. completa (086)",12,5,7
"Superior univ. incompleta (087)",1,,1
"Superior univ. completa (088)",5,3,2
