"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia AMBO (000)",55095,958,19798,13228,9468,7745,3898
"Jefe o Jefa (001)",13392,,23,1986,4450,4484,2449
"Esposa(o) / compañera(o) (002)",8894,,13,2059,3422,2613,787
"Hijo(a) / hijastro(a) (003)",25866,737,16366,7509,1058,191,5
"Yerno / nuera (004)",505,,6,329,146,23,1
"Nieto(a) (005)",2697,165,2110,398,23,1,
"Padres / suegros (006)",616,,,,9,147,460
"Otro(a) pariente (007)",2715,52,1201,770,298,232,162
"Trabajador(a) del hogar (008)",45,,,26,9,7,3
"Pensionistas (009)",12,,,5,2,5,
"Otro(a) no pariente (010)",353,4,79,146,51,42,31
"Hombres (011)",27602,513,10122,6583,4623,3823,1938
"Jefe o Jefa (012)",10347,,10,1541,3685,3436,1675
"Esposa(o) / compañera(o) (013)",294,,8,93,81,77,35
"Hijo(a) / hijastro(a) (014)",13531,399,8354,4129,557,90,2
"Yerno / nuera (015)",231,,2,125,85,18,1
"Nieto(a) (016)",1414,85,1100,210,18,1,
"Padres / suegros (017)",178,,,,3,36,139
"Otro(a) pariente (018)",1379,28,603,402,151,123,72
"Trabajador(a) del hogar (019)",20,,,7,6,6,1
"Pensionistas (020)",8,,,3,1,4,
"Otro(a) no pariente (021)",200,1,45,73,36,32,13
"Mujeres (022)",27493,445,9676,6645,4845,3922,1960
"Jefe o Jefa (023)",3045,,13,445,765,1048,774
"Esposa(o) / compañera(o) (024)",8600,,5,1966,3341,2536,752
"Hijo(a) / hijastro(a) (025)",12335,338,8012,3380,501,101,3
"Yerno / nuera (026)",274,,4,204,61,5,
"Nieto(a) (027)",1283,80,1010,188,5,,
"Padres / suegros (028)",438,,,,6,111,321
"Otro(a) pariente (029)",1336,24,598,368,147,109,90
"Trabajador(a) del hogar (030)",25,,,19,3,1,2
"Pensionistas (031)",4,,,2,1,1,
"Otro(a) no pariente (032)",153,3,34,73,15,10,18
,,,,,,,
"URBANA (033)",18087,323,5833,4545,3263,2753,1370
"Jefe o Jefa (034)",4532,,11,553,1504,1619,845
"Esposa(o) / compañera(o) (035)",2695,,4,498,1075,858,260
"Hijo(a) / hijastro(a) (036)",8059,232,4533,2771,447,74,2
"Yerno / nuera (037)",213,,4,126,73,9,1
"Nieto(a) (038)",1002,69,781,148,4,,
"Padres / suegros (039)",241,,,,2,61,178
"Otro(a) pariente (040)",1063,22,448,322,117,93,61
"Trabajador(a) del hogar (041)",22,,,14,3,4,1
"Pensionistas (042)",8,,,3,2,3,
"Otro(a) no pariente (043)",252,,52,110,36,32,22
"Hombres (044)",8844,152,3005,2181,1522,1331,653
"Jefe o Jefa (045)",3220,,5,359,1140,1171,545
"Esposa(o) / compañera(o) (046)",101,,2,38,22,26,13
"Hijo(a) / hijastro(a) (047)",4146,113,2333,1442,231,27,
"Yerno / nuera (048)",99,,2,49,40,7,1
"Nieto(a) (049)",522,28,420,71,3,,
"Padres / suegros (050)",79,,,,1,14,64
"Otro(a) pariente (051)",523,11,212,163,61,56,20
"Trabajador(a) del hogar (052)",9,,,4,1,4,
"Pensionistas (053)",7,,,3,1,3,
"Otro(a) no pariente (054)",138,,31,52,22,23,10
"Mujeres (055)",9243,171,2828,2364,1741,1422,717
"Jefe o Jefa (056)",1312,,6,194,364,448,300
"Esposa(o) / compañera(o) (057)",2594,,2,460,1053,832,247
"Hijo(a) / hijastro(a) (058)",3913,119,2200,1329,216,47,2
"Yerno / nuera (059)",114,,2,77,33,2,
"Nieto(a) (060)",480,41,361,77,1,,
"Padres / suegros (061)",162,,,,1,47,114
"Otro(a) pariente (062)",540,11,236,159,56,37,41
"Trabajador(a) del hogar (063)",13,,,10,2,,1
"Pensionistas (064)",1,,,,1,,
"Otro(a) no pariente (065)",114,,21,58,14,9,12
,,,,,,,
"RURAL (066)",37008,635,13965,8683,6205,4992,2528
"Jefe o Jefa (067)",8860,,12,1433,2946,2865,1604
"Esposa(o) / compañera(o) (068)",6199,,9,1561,2347,1755,527
"Hijo(a) / hijastro(a) (069)",17807,505,11833,4738,611,117,3
"Yerno / nuera (070)",292,,2,203,73,14,
"Nieto(a) (071)",1695,96,1329,250,19,1,
"Padres / suegros (072)",375,,,,7,86,282
"Otro(a) pariente (073)",1652,30,753,448,181,139,101
"Trabajador(a) del hogar (074)",23,,,12,6,3,2
"Pensionistas (075)",4,,,2,,2,
"Otro(a) no pariente (076)",101,4,27,36,15,10,9
"Hombres (077)",18758,361,7117,4402,3101,2492,1285
"Jefe o Jefa (078)",7127,,5,1182,2545,2265,1130
"Esposa(o) / compañera(o) (079)",193,,6,55,59,51,22
"Hijo(a) / hijastro(a) (080)",9385,286,6021,2687,326,63,2
"Yerno / nuera (081)",132,,,76,45,11,
"Nieto(a) (082)",892,57,680,139,15,1,
"Padres / suegros (083)",99,,,,2,22,75
"Otro(a) pariente (084)",856,17,391,239,90,67,52
"Trabajador(a) del hogar (085)",11,,,3,5,2,1
"Pensionistas (086)",1,,,,,1,
"Otro(a) no pariente (087)",62,1,14,21,14,9,3
"Mujeres (088)",18250,274,6848,4281,3104,2500,1243
"Jefe o Jefa (089)",1733,,7,251,401,600,474
"Esposa(o) / compañera(o) (090)",6006,,3,1506,2288,1704,505
"Hijo(a) / hijastro(a) (091)",8422,219,5812,2051,285,54,1
"Yerno / nuera (092)",160,,2,127,28,3,
"Nieto(a) (093)",803,39,649,111,4,,
"Padres / suegros (094)",276,,,,5,64,207
"Otro(a) pariente (095)",796,13,362,209,91,72,49
"Trabajador(a) del hogar (096)",12,,,9,1,1,1
"Pensionistas (097)",3,,,2,,1,
"Otro(a) no pariente (098)",39,3,13,15,1,1,6
