"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia QUISPICANCHI (000)",80362,1756,30045,19263,13867,10288,5143
"Jefe o Jefa (001)",19959,,56,3483,7100,6175,3145
"Esposa(o) / compañera(o) (002)",13093,,36,3464,5215,3376,1002
"Hijo(a) / hijastro(a) (003)",37672,1382,25559,9776,820,127,8
"Yerno / nuera (004)",696,,8,526,139,21,2
"Nieto(a) (005)",2351,230,1848,256,16,1,
"Padres / suegros (006)",942,,,2,20,216,704
"Otro(a) pariente (007)",4482,136,2234,1244,393,261,214
"Trabajador(a) del hogar (008)",114,,31,59,6,12,6
"Pensionistas (009)",34,,2,18,8,4,2
"Otro(a) no pariente (010)",1019,8,271,435,150,95,60
"Hombres (011)",39922,909,15345,9646,6851,4953,2218
"Jefe o Jefa (012)",14201,,27,2577,5458,4324,1815
"Esposa(o) / compañera(o) (013)",1340,,24,323,550,328,115
"Hijo(a) / hijastro(a) (014)",19680,704,13029,5429,455,58,5
"Yerno / nuera (015)",299,,3,187,93,15,1
"Nieto(a) (016)",1210,119,951,130,10,,
"Padres / suegros (017)",253,,,,6,61,186
"Otro(a) pariente (018)",2261,83,1130,692,181,105,70
"Trabajador(a) del hogar (019)",29,,15,9,,5,
"Pensionistas (020)",21,,2,9,6,2,2
"Otro(a) no pariente (021)",628,3,164,290,92,55,24
"Mujeres (022)",40440,847,14700,9617,7016,5335,2925
"Jefe o Jefa (023)",5758,,29,906,1642,1851,1330
"Esposa(o) / compañera(o) (024)",11753,,12,3141,4665,3048,887
"Hijo(a) / hijastro(a) (025)",17992,678,12530,4347,365,69,3
"Yerno / nuera (026)",397,,5,339,46,6,1
"Nieto(a) (027)",1141,111,897,126,6,1,
"Padres / suegros (028)",689,,,2,14,155,518
"Otro(a) pariente (029)",2221,53,1104,552,212,156,144
"Trabajador(a) del hogar (030)",85,,16,50,6,7,6
"Pensionistas (031)",13,,,9,2,2,
"Otro(a) no pariente (032)",391,5,107,145,58,40,36
,,,,,,,
"URBANA (033)",27768,496,9034,7396,5235,3675,1932
"Jefe o Jefa (034)",7235,,40,1186,2634,2210,1165
"Esposa(o) / compañera(o) (035)",4298,,15,1053,1747,1116,367
"Hijo(a) / hijastro(a) (036)",12179,360,7356,3929,452,80,2
"Yerno / nuera (037)",312,,2,218,75,16,1
"Nieto(a) (038)",1019,97,788,123,11,,
"Padres / suegros (039)",368,,,2,6,76,284
"Otro(a) pariente (040)",1552,32,625,520,191,110,74
"Trabajador(a) del hogar (041)",87,,26,47,4,6,4
"Pensionistas (042)",26,,2,12,7,3,2
"Otro(a) no pariente (043)",692,7,180,306,108,58,33
"Hombres (044)",13613,256,4633,3621,2526,1750,827
"Jefe o Jefa (045)",4792,,21,772,1864,1479,656
"Esposa(o) / compañera(o) (046)",490,,10,128,189,116,47
"Hijo(a) / hijastro(a) (047)",6280,189,3740,2074,242,34,1
"Yerno / nuera (048)",145,,1,82,49,12,1
"Nieto(a) (049)",522,47,409,58,8,,
"Padres / suegros (050)",102,,,,2,22,78
"Otro(a) pariente (051)",822,18,329,295,101,51,28
"Trabajador(a) del hogar (052)",19,,11,6,,2,
"Pensionistas (053)",16,,2,6,5,1,2
"Otro(a) no pariente (054)",425,2,110,200,66,33,14
"Mujeres (055)",14155,240,4401,3775,2709,1925,1105
"Jefe o Jefa (056)",2443,,19,414,770,731,509
"Esposa(o) / compañera(o) (057)",3808,,5,925,1558,1000,320
"Hijo(a) / hijastro(a) (058)",5899,171,3616,1855,210,46,1
"Yerno / nuera (059)",167,,1,136,26,4,
"Nieto(a) (060)",497,50,379,65,3,,
"Padres / suegros (061)",266,,,2,4,54,206
"Otro(a) pariente (062)",730,14,296,225,90,59,46
"Trabajador(a) del hogar (063)",68,,15,41,4,4,4
"Pensionistas (064)",10,,,6,2,2,
"Otro(a) no pariente (065)",267,5,70,106,42,25,19
,,,,,,,
"RURAL (066)",52594,1260,21011,11867,8632,6613,3211
"Jefe o Jefa (067)",12724,,16,2297,4466,3965,1980
"Esposa(o) / compañera(o) (068)",8795,,21,2411,3468,2260,635
"Hijo(a) / hijastro(a) (069)",25493,1022,18203,5847,368,47,6
"Yerno / nuera (070)",384,,6,308,64,5,1
"Nieto(a) (071)",1332,133,1060,133,5,1,
"Padres / suegros (072)",574,,,,14,140,420
"Otro(a) pariente (073)",2930,104,1609,724,202,151,140
"Trabajador(a) del hogar (074)",27,,5,12,2,6,2
"Pensionistas (075)",8,,,6,1,1,
"Otro(a) no pariente (076)",327,1,91,129,42,37,27
"Hombres (077)",26309,653,10712,6025,4325,3203,1391
"Jefe o Jefa (078)",9409,,6,1805,3594,2845,1159
"Esposa(o) / compañera(o) (079)",850,,14,195,361,212,68
"Hijo(a) / hijastro(a) (080)",13400,515,9289,3355,213,24,4
"Yerno / nuera (081)",154,,2,105,44,3,
"Nieto(a) (082)",688,72,542,72,2,,
"Padres / suegros (083)",151,,,,4,39,108
"Otro(a) pariente (084)",1439,65,801,397,80,54,42
"Trabajador(a) del hogar (085)",10,,4,3,,3,
"Pensionistas (086)",5,,,3,1,1,
"Otro(a) no pariente (087)",203,1,54,90,26,22,10
"Mujeres (088)",26285,607,10299,5842,4307,3410,1820
"Jefe o Jefa (089)",3315,,10,492,872,1120,821
"Esposa(o) / compañera(o) (090)",7945,,7,2216,3107,2048,567
"Hijo(a) / hijastro(a) (091)",12093,507,8914,2492,155,23,2
"Yerno / nuera (092)",230,,4,203,20,2,1
"Nieto(a) (093)",644,61,518,61,3,1,
"Padres / suegros (094)",423,,,,10,101,312
"Otro(a) pariente (095)",1491,39,808,327,122,97,98
"Trabajador(a) del hogar (096)",17,,1,9,2,3,2
