"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CAJATAMBO (000)",3448,2819,629
"De 3 a 5 años (001)",544,38,506
"De 6 a 11 años (002)",1196,1091,105
"De 12 a 16 años (003)",948,943,5
"De 17 a 24 años (004)",760,747,13
"Hombres (005)",1769,1457,312
"De 3 a 5 años (006)",272,21,251
"De 6 a 11 años (007)",600,550,50
"De 12 a 16 años (008)",488,484,4
"De 17 a 24 años (009)",409,402,7
"Mujeres (010)",1679,1362,317
"De 3 a 5 años (011)",272,17,255
"De 6 a 11 años (012)",596,541,55
"De 12 a 16 años (013)",460,459,1
"De 17 a 24 años (014)",351,345,6
,,,
"URBANA (015)",2075,1740,335
"De 3 a 5 años (016)",306,29,277
"De 6 a 11 años (017)",717,670,47
"De 12 a 16 años (018)",642,640,2
"De 17 a 24 años (019)",410,401,9
"Hombres (020)",1078,907,171
"De 3 a 5 años (021)",154,14,140
"De 6 a 11 años (022)",377,354,23
"De 12 a 16 años (023)",327,325,2
"De 17 a 24 años (024)",220,214,6
"Mujeres (025)",997,833,164
"De 3 a 5 años (026)",152,15,137
"De 6 a 11 años (027)",340,316,24
"De 12 a 16 años (028)",315,315,
"De 17 a 24 años (029)",190,187,3
,,,
"RURAL (030)",1373,1079,294
"De 3 a 5 años (031)",238,9,229
"De 6 a 11 años (032)",479,421,58
"De 12 a 16 años (033)",306,303,3
"De 17 a 24 años (034)",350,346,4
"Hombres (035)",691,550,141
"De 3 a 5 años (036)",118,7,111
"De 6 a 11 años (037)",223,196,27
"De 12 a 16 años (038)",161,159,2
"De 17 a 24 años (039)",189,188,1
"Mujeres (040)",682,529,153
"De 3 a 5 años (041)",120,2,118
"De 6 a 11 años (042)",256,225,31
"De 12 a 16 años (043)",145,144,1
"De 17 a 24 años (044)",161,158,3
