"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUAYTARA (000)",8262,572,9,3030,3160,248,553,148,542
"Empleado (001)",1008,1,,36,165,62,307,46,391
"Obrero (002)",2261,40,1,587,1323,91,138,46,35
"Trabajador independiente (003)",3444,291,4,1604,1228,80,92,45,100
"Empleador o patrono (004)",53,4,,18,17,3,2,2,7
"Trabajador familiar no remunerado (005)",1426,223,4,754,405,10,13,9,8
"Trabajador del hogar (006)",70,13,,31,22,2,1,,1
"Hombres (008)",5938,204,5,2063,2642,192,351,126,355
"Empleado (009)",617,1,,13,125,42,157,36,243
"Obrero (010)",2092,21,1,511,1266,88,128,44,33
"Trabajador independiente (011)",2486,111,2,1176,973,56,55,40,73
"Empleador o patrono (012)",33,2,,11,13,,1,2,4
"Trabajador familiar no remunerado (013)",704,67,2,351,262,6,10,4,2
"Trabajador del hogar (014)",6,2,,1,3,,,,
"Mujeres (016)",2324,368,4,967,518,56,202,22,187
"Empleado (017)",391,,,23,40,20,150,10,148
"Obrero (018)",169,19,,76,57,3,10,2,2
"Trabajador independiente (019)",958,180,2,428,255,24,37,5,27
"Empleador o patrono (020)",20,2,,7,4,3,1,,3
"Trabajador familiar no remunerado (021)",722,156,2,403,143,4,3,5,6
"Trabajador del hogar (022)",64,11,,30,19,2,1,,1
,,,,,,,,,
"URBANA (024)",2411,81,3,641,968,100,263,62,293
"Empleado (025)",566,1,,13,85,30,184,30,223
"Obrero (026)",509,11,1,134,311,16,19,10,7
"Trabajador independiente (027)",1002,43,1,346,444,45,52,17,54
"Empleador o patrono (028)",20,2,,3,5,3,,2,5
"Trabajador familiar no remunerado (029)",270,19,1,123,109,4,7,3,4
"Trabajador del hogar (030)",44,5,,22,14,2,1,,
"Hombres (032)",1590,32,1,385,742,72,138,49,171
"Empleado (033)",328,1,,2,63,23,89,23,127
"Obrero (034)",464,9,1,112,294,15,17,9,7
"Trabajador independiente (035)",670,17,,223,324,31,27,14,34
"Empleador o patrono (036)",10,1,,2,3,,,2,2
"Trabajador familiar no remunerado (037)",116,4,,46,56,3,5,1,1
"Trabajador del hogar (038)",2,,,,2,,,,
"Mujeres (040)",821,49,2,256,226,28,125,13,122
"Empleado (041)",238,,,11,22,7,95,7,96
"Obrero (042)",45,2,,22,17,1,2,1,
"Trabajador independiente (043)",332,26,1,123,120,14,25,3,20
"Empleador o patrono (044)",10,1,,1,2,3,,,3
"Trabajador familiar no remunerado (045)",154,15,1,77,53,1,2,2,3
"Trabajador del hogar (046)",42,5,,22,12,2,1,,
,,,,,,,,,
"RURAL (048)",5851,491,6,2389,2192,148,290,86,249
"Empleado (049)",442,,,23,80,32,123,16,168
"Obrero (050)",1752,29,,453,1012,75,119,36,28
"Trabajador independiente (051)",2442,248,3,1258,784,35,40,28,46
"Empleador o patrono (052)",33,2,,15,12,,2,,2
"Trabajador familiar no remunerado (053)",1156,204,3,631,296,6,6,6,4
"Trabajador del hogar (054)",26,8,,9,8,,,,1
"Hombres (056)",4348,172,4,1678,1900,120,213,77,184
"Empleado (057)",289,,,11,62,19,68,13,116
"Obrero (058)",1628,12,,399,972,73,111,35,26
"Trabajador independiente (059)",1816,94,2,953,649,25,28,26,39
"Empleador o patrono (060)",23,1,,9,10,,1,,2
"Trabajador familiar no remunerado (061)",588,63,2,305,206,3,5,3,1
"Trabajador del hogar (062)",4,2,,1,1,,,,
"Mujeres (064)",1503,319,2,711,292,28,77,9,65
"Empleado (065)",153,,,12,18,13,55,3,52
"Obrero (066)",124,17,,54,40,2,8,1,2
"Trabajador independiente (067)",626,154,1,305,135,10,12,2,7
"Empleador o patrono (068)",10,1,,6,2,,1,,
"Trabajador familiar no remunerado (069)",568,141,1,326,90,3,1,3,3
"Trabajador del hogar (070)",22,6,,8,7,,,,1
