"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SAN MIGUEL (000)",1215,366,849
"Sin nivel (001)",63,11,52
"Primaria (003)",649,175,474
"Secundaria (004)",420,149,271
"Superior no univ. incompleta (005)",16,6,10
"Superior no univ. completa (006)",37,17,20
"Superior univ. incompleta (007)",6,3,3
"Superior univ. completa (008)",24,5,19
"Hombres (010)",994,261,733
"Sin nivel (011)",40,6,34
"Primaria (013)",536,118,418
"Secundaria (014)",357,113,244
"Superior no univ. incompleta (015)",13,4,9
"Superior no univ. completa (016)",28,14,14
"Superior univ. incompleta (017)",5,2,3
"Superior univ. completa (018)",15,4,11
"Mujeres (020)",221,105,116
"Sin nivel (021)",23,5,18
"Primaria (023)",113,57,56
"Secundaria (024)",63,36,27
"Superior no univ. incompleta (025)",3,2,1
"Superior no univ. completa (026)",9,3,6
"Superior univ. incompleta (027)",1,1,
"Superior univ. completa (028)",9,1,8
,,,
"AREA URBANA (030)",188,58,130
"Sin nivel (031)",7,3,4
"Primaria (033)",65,22,43
"Secundaria (034)",80,24,56
"Superior no univ. incompleta (035)",4,,4
"Superior no univ. completa (036)",17,6,11
"Superior univ. incompleta (037)",2,,2
"Superior univ. completa (038)",13,3,10
"Hombres (040)",146,43,103
"Sin nivel (041)",3,2,1
"Primaria (043)",51,15,36
"Secundaria (044)",67,19,48
"Superior no univ. incompleta (045)",3,,3
"Superior no univ. completa (046)",13,5,8
"Superior univ. incompleta (047)",2,,2
"Superior univ. completa (048)",7,2,5
"Mujeres (050)",42,15,27
"Sin nivel (051)",4,1,3
"Primaria (053)",14,7,7
"Secundaria (054)",13,5,8
"Superior no univ. incompleta (055)",1,,1
"Superior no univ. completa (056)",4,1,3
"Superior univ. completa (058)",6,1,5
,,,
"AREA RURAL (060)",1027,308,719
"Sin nivel (061)",56,8,48
"Primaria (063)",584,153,431
"Secundaria (064)",340,125,215
"Superior no univ. incompleta (065)",12,6,6
"Superior no univ. completa (066)",20,11,9
"Superior univ. incompleta (067)",4,3,1
"Superior univ. completa (068)",11,2,9
"Hombres (070)",848,218,630
"Sin nivel (071)",37,4,33
"Primaria (073)",485,103,382
"Secundaria (074)",290,94,196
"Superior no univ. incompleta (075)",10,4,6
"Superior no univ. completa (076)",15,9,6
"Superior univ. incompleta (077)",3,2,1
"Superior univ. completa (078)",8,2,6
"Mujeres (080)",179,90,89
"Sin nivel (081)",19,4,15
"Primaria (083)",99,50,49
"Secundaria (084)",50,31,19
"Superior no univ. incompleta (085)",2,2,
"Superior no univ. completa (086)",5,2,3
"Superior univ. incompleta (087)",1,1,
"Superior univ. completa (088)",3,,3
