"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TARMA (000)",105058,11722,2500,41036,33406,4473,4663,2671,4587
"Jefe o Jefa (001)",28765,2774,7,12007,8728,1140,1615,651,1843
"Esposa(o)/ compa¤era(o) (002)",17769,2348,10,7912,4770,573,948,307,901
"Hijo(a)/ hijastro(a) (003)",43325,4243,1880,15931,15141,2016,1516,1296,1302
"Yerno/ nuera (004)",1568,25,,296,777,130,145,60,135
"Nieto(a) (005)",5162,998,442,2142,1227,156,54,96,47
"Padres/ suegros (006)",1266,560,,524,115,18,23,9,17
"Otro(a) pariente (007)",5704,672,145,1862,2046,327,263,165,224
"Trabajador(a) del hogar (008)",95,8,,26,51,8,,1,1
"Pensionista (009)",132,4,1,10,74,19,6,9,9
"Otro(a) no pariente (010)",1272,90,15,326,477,86,93,77,108
"Hombres (012)",51264,4053,1252,19755,18151,2254,2184,1338,2277
"Jefe o Jefa (013)",20653,930,3,8901,7018,836,1149,474,1342
"Esposa(o)/ compa¤era(o) (014)",1063,60,,320,396,64,80,41,102
"Hijo(a)/ hijastro(a) (015)",22040,2133,937,7947,8232,957,669,611,554
"Yerno/ nuera (016)",731,6,,112,359,68,83,34,69
"Nieto(a) (017)",2693,516,227,1124,649,83,31,39,24
"Padres/ suegros (018)",392,81,,223,50,16,11,4,7
"Otro(a) pariente (019)",2976,295,81,939,1134,176,127,98,126
"Trabajador(a) del hogar (020)",13,,,3,7,3,,,
"Pensionista (021)",51,,,5,29,9,1,3,4
"Otro(a) no pariente (022)",652,32,4,181,277,42,33,34,49
"Mujeres (024)",53794,7669,1248,21281,15255,2219,2479,1333,2310
"Jefe o Jefa (025)",8112,1844,4,3106,1710,304,466,177,501
"Esposa(o)/ compa¤era(o) (026)",16706,2288,10,7592,4374,509,868,266,799
"Hijo(a)/ hijastro(a) (027)",21285,2110,943,7984,6909,1059,847,685,748
"Yerno/ nuera (028)",837,19,,184,418,62,62,26,66
"Nieto(a) (029)",2469,482,215,1018,578,73,23,57,23
"Padres/ suegros (030)",874,479,,301,65,2,12,5,10
"Otro(a) pariente (031)",2728,377,64,923,912,151,136,67,98
"Trabajador(a) del hogar (032)",82,8,,23,44,5,,1,1
"Pensionista (033)",81,4,1,5,45,10,5,6,5
"Otro(a) no pariente (034)",620,58,11,145,200,44,60,43,59
,,,,,,,,,
"URBANA (036)",67798,6377,1732,22123,22722,3841,4231,2430,4342
"Jefe o Jefa (037)",18524,1348,6,6183,6053,1049,1512,609,1764
"Esposa(o)/ compa¤era(o) (038)",11100,1145,7,3875,3478,527,902,296,870
"Hijo(a)/ hijastro(a) (039)",27077,2406,1275,8555,9615,1601,1288,1144,1193
"Yerno/ nuera (040)",1078,11,,136,504,117,130,56,124
"Nieto(a) (041)",3476,623,319,1380,851,132,45,84,42
"Padres/ suegros (042)",957,370,,421,103,17,21,8,17
"Otro(a) pariente (043)",4236,392,111,1263,1577,292,237,148,216
"Trabajador(a) del hogar (044)",88,5,,24,49,8,,1,1
