"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia ANTONIO RAYMONDI (000)",8253,1307,2783,2263,1900
"Asiste actualmente (001)",5898,618,2638,2073,569
"No asiste (002)",2355,689,145,190,1331
"Hombres (004)",4186,671,1422,1156,937
"Asiste actualmente (005)",3057,302,1337,1080,338
"No asiste (006)",1129,369,85,76,599
"Mujeres (008)",4067,636,1361,1107,963
"Asiste actualmente (009)",2841,316,1301,993,231
"No asiste (010)",1226,320,60,114,732
,,,,,
"URBANA (012)",1980,318,578,540,544
"Asiste actualmente (013)",1425,179,552,499,195
"No asiste (014)",555,139,26,41,349
"Hombres (016)",1028,163,298,280,287
"Asiste actualmente (017)",755,94,280,264,117
"No asiste (018)",273,69,18,16,170
"Mujeres (020)",952,155,280,260,257
"Asiste actualmente (021)",670,85,272,235,78
"No asiste (022)",282,70,8,25,179
,,,,,
"RURAL (024)",6273,989,2205,1723,1356
"Asiste actualmente (025)",4473,439,2086,1574,374
"No asiste (026)",1800,550,119,149,982
"Hombres (028)",3158,508,1124,876,650
"Asiste actualmente (029)",2302,208,1057,816,221
"No asiste (030)",856,300,67,60,429
"Mujeres (032)",3115,481,1081,847,706
"Asiste actualmente (033)",2171,231,1029,758,153
"No asiste (034)",944,250,52,89,553
