"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LAURICOCHA (000)",35323,18870,3287,340,12935
"Menos de 1 año (001)",758,567,26,1,164
"De 1 a 14 años (002)",13526,10512,662,65,2301
"De 15 a 29 años (003)",8381,3491,833,84,3996
"De 30 a 44 años (004)",6103,2060,1012,113,2964
"De 45 a 64 años (005)",4486,1623,634,61,2193
"De 65 y mas años (006)",2069,617,120,16,1317
"Hombres (008)",18294,9016,2249,241,6883
"Menos de 1 año (009)",378,279,14,1,84
"De 1 a 14 años (010)",7025,5397,343,31,1260
"De 15 a 29 años (011)",4404,1553,621,66,2184
"De 30 a 44 años (012)",3212,806,762,87,1601
"De 45 a 64 años (013)",2284,701,431,48,1128
"De 65 y mas años (014)",991,280,78,8,626
"Mujeres (016)",17029,9854,1038,99,6052
"Menos de 1 año (017)",380,288,12,,80
"De 1 a 14 años (018)",6501,5115,319,34,1041
"De 15 a 29 años (019)",3977,1938,212,18,1812
"De 30 a 44 años (020)",2891,1254,250,26,1363
"De 45 a 64 años (021)",2202,922,203,13,1065
"De 65 y mas años (022)",1078,337,42,8,691
,,,,,
"URBANA (024)",7938,3914,1277,129,2632
"Menos de 1 año (025)",181,138,14,,29
"De 1 a 14 años (026)",2819,2005,375,43,400
"De 15 a 29 años (027)",1931,802,256,22,854
"De 30 a 44 años (028)",1376,452,277,34,614
"De 45 a 64 años (029)",1094,349,284,23,444
"De 65 y mas años (030)",537,168,71,7,291
"Hombres (032)",3936,1852,682,73,1340
"Menos de 1 año (033)",91,70,7,,14
"De 1 a 14 años (034)",1454,1037,204,19,196
"De 15 a 29 años (035)",970,365,141,16,451
"De 30 a 44 años (036)",668,180,137,20,332
"De 45 a 64 años (037)",509,134,147,16,217
"De 65 y mas años (038)",244,66,46,2,130
"Mujeres (040)",4002,2062,595,56,1292
"Menos de 1 año (041)",90,68,7,,15
"De 1 a 14 años (042)",1365,968,171,24,204
"De 15 a 29 años (043)",961,437,115,6,403
"De 30 a 44 años (044)",708,272,140,14,282
"De 45 a 64 años (045)",585,215,137,7,227
"De 65 y mas años (046)",293,102,25,5,161
,,,,,
"RURAL (048)",27385,14956,2010,211,10303
"Menos de 1 año (049)",577,429,12,1,135
"De 1 a 14 años (050)",10707,8507,287,22,1901
"De 15 a 29 años (051)",6450,2689,577,62,3142
"De 30 a 44 años (052)",4727,1608,735,79,2350
"De 45 a 64 años (053)",3392,1274,350,38,1749
"De 65 y mas años (054)",1532,449,49,9,1026
"Hombres (056)",14358,7164,1567,168,5543
"Menos de 1 año (057)",287,209,7,1,70
"De 1 a 14 años (058)",5571,4360,139,12,1064
"De 15 a 29 años (059)",3434,1188,480,50,1733
"De 30 a 44 años (060)",2544,626,625,67,1269
"De 45 a 64 años (061)",1775,567,284,32,911
"De 65 y mas años (062)",747,214,32,6,496
"Mujeres (064)",13027,7792,443,43,4760
"Menos de 1 año (065)",290,220,5,,65
"De 1 a 14 años (066)",5136,4147,148,10,837
"De 15 a 29 años (067)",3016,1501,97,12,1409
"De 30 a 44 años (068)",2183,982,110,12,1081
"De 45 a 64 años (069)",1617,707,66,6,838
"De 65 y mas años (070)",785,235,17,3,530
