"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia CHICLAYO",,,,,,,,,
"Viviendas particulares (001)",164816,112730,8382,7777,2639,19531,5224,6523,2010
"Ocupantes presentes (002)",750284,533474,32510,33483,10210,85350,20347,27496,7414
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",153458,104632,5963,7634,2562,19243,5142,6359,1923
"Ocupantes presentes (005)",709592,503546,24968,32948,9948,84165,20046,26803,7168
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",6787,5570,1198,,,,,19,
"Ocupantes presentes (008)",23824,20081,3654,,,,,89,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",1792,1286,476,,,,,30,
"Ocupantes presentes (011)",6659,5022,1510,,,,,127,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",2006,1077,718,39,19,75,3,59,16
"Ocupantes presentes (014)",7395,4299,2293,170,79,267,10,245,32
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",243,,,12,12,153,56,9,1
"Ocupantes presentes (017)",1029,,,51,42,659,219,57,1
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",262,28,10,85,40,10,1,29,59
"Ocupantes presentes (020)",931,122,46,290,126,40,3,114,190
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",243,137,17,7,6,49,5,12,10
"Ocupantes presentes (023)",770,404,39,24,15,218,20,30,20
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",25,,,,,1,17,6,1
"Ocupantes presentes (026)",84,,,,,1,49,31,3
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",153529,111308,8047,7292,2318,14275,2001,6338,1950
"Ocupantes presentes (029)",701171,527313,31137,31328,8849,60916,7695,26781,7152
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",142456,103211,5628,7162,2253,14175,1980,6183,1864
"Ocupantes presentes (032)",661708,497396,23595,30847,8629,60555,7634,26145,6907
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",6787,5570,1198,,,,,19,
"Ocupantes presentes (035)",23824,20081,3654,,,,,89,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",1792,1286,476,,,,,30,
"Ocupantes presentes (038)",6659,5022,1510,,,,,127,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",2006,1077,718,39,19,75,3,59,16
"Ocupantes presentes (041)",7395,4299,2293,170,79,267,10,245,32
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",262,28,10,85,40,10,1,29,59
"Ocupantes presentes (047)",931,122,46,290,126,40,3,114,190
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",204,136,17,6,6,15,2,12,10
"Ocupantes presentes (050)",577,393,39,21,15,54,5,30,20
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",22,,,,,,15,6,1
"Ocupantes presentes (053)",77,,,,,,43,31,3
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",11287,1422,335,485,321,5256,3223,185,60
"Ocupantes presentes (056)",49113,6161,1373,2155,1361,24434,12652,715,262
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",11002,1421,335,472,309,5068,3162,176,59
"Ocupantes presentes (059)",47884,6150,1373,2101,1319,23610,12412,658,261
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",243,,,12,12,153,56,9,1
"Ocupantes presentes (071)",1029,,,51,42,659,219,57,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",39,1,,1,,34,3,,
"Ocupantes presentes (077)",193,11,,3,,164,15,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",3,,,,,1,2,,
"Ocupantes presentes (080)",7,,,,,1,6,,
