"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia CARAVELI",,,
"Viviendas particulares (001)",9386,5999,3387
"Ocupantes presentes (002)",32412,22508,9904
"Casa independiente",,,
"Viviendas particulares (004)",8331,5661,2670
"Ocupantes presentes (005)",29352,21350,8002
"Departamento en edificio",,,
"Viviendas particulares (007)",4,4,
"Ocupantes presentes (008)",7,7,
"Vivienda en quinta",,,
"Viviendas particulares (010)",74,74,
"Ocupantes presentes (011)",242,242,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",115,103,12
"Ocupantes presentes (014)",388,354,34
"Choza o cabaña",,,
"Viviendas particulares (016)",687,84,603
"Ocupantes presentes (017)",1832,310,1522
"Vivienda improvisada",,,
"Viviendas particulares (019)",136,47,89
"Ocupantes presentes (020)",469,164,305
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",26,22,4
"Ocupantes presentes (023)",89,69,20
"Otro tipo",,,
"Viviendas particulares (025)",13,4,9
"Ocupantes presentes (026)",33,12,21
,,,
URBANA,,,
"Viviendas particulares (028)",6019,4939,1080
"Ocupantes presentes (029)",21984,18516,3468
"Casa independiente",,,
"Viviendas particulares (031)",5657,4686,971
"Ocupantes presentes (032)",20768,17671,3097
"Departamento en edificio",,,
"Viviendas particulares (034)",4,4,
"Ocupantes presentes (035)",7,7,
"Vivienda en quinta",,,
"Viviendas particulares (037)",74,74,
"Ocupantes presentes (038)",242,242,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",115,103,12
"Ocupantes presentes (041)",388,354,34
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",136,47,89
"Ocupantes presentes (047)",469,164,305
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",25,21,4
"Ocupantes presentes (050)",86,66,20
"Otro tipo",,,
"Viviendas particulares (052)",8,4,4
"Ocupantes presentes (053)",24,12,12
,,,
RURAL,,,
"Viviendas particulares (055)",3367,1060,2307
"Ocupantes presentes (056)",10428,3992,6436
"Casa independiente",,,
"Viviendas particulares (058)",2674,975,1699
"Ocupantes presentes (059)",8584,3679,4905
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",687,84,603
"Ocupantes presentes (071)",1832,310,1522
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,1,
"Ocupantes presentes (077)",3,3,
"Otro tipo",,,
"Viviendas particulares (079)",5,,5
"Ocupantes presentes (080)",9,,9
