"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia PURUS",,,
"Viviendas particulares (001)",4,4,
"Ocupantes presentes (002)",16,16,
"Casa independiente",,,
"Viviendas particulares (004)",4,4,
"Ocupantes presentes (005)",16,16,
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",2,2,
"Ocupantes presentes (029)",8,8,
"Casa independiente",,,
"Viviendas particulares (031)",2,2,
"Ocupantes presentes (032)",8,8,
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",2,2,
"Ocupantes presentes (056)",8,8,
"Casa independiente",,,
"Viviendas particulares (058)",2,2,
"Ocupantes presentes (059)",8,8,
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
