"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CUSCO (000)",154514,3257,117,18860,56571,13013,17163,14206,31327
"Empleado (001)",61658,245,22,1868,14129,6045,10244,7408,21697
"Obrero (002)",14278,259,11,2859,8366,952,801,620,410
"Trabajador independiente (003)",62667,2184,40,10729,27058,4926,5140,4946,7644
"Empleador o patrono (004)",4186,53,1,348,1369,323,406,583,1103
"Trabajador familiar no remunerado (005)",6720,354,16,1693,2873,446,393,547,398
"Trabajador del hogar (006)",5005,162,27,1363,2776,321,179,102,75
"Hombres (008)",85755,831,46,8963,34480,7310,8500,8923,16702
"Empleado (009)",32533,71,8,802,8571,3168,4586,4454,10873
"Obrero (010)",12829,196,8,2576,7648,835,688,548,330
"Trabajador independiente (011)",34969,493,19,4693,16050,2915,2868,3284,4647
"Empleador o patrono (012)",2589,10,,166,863,203,244,384,719
"Trabajador familiar no remunerado (013)",2473,53,11,634,1140,167,103,241,124
"Trabajador del hogar (014)",362,8,,92,208,22,11,12,9
"Mujeres (016)",68759,2426,71,9897,22091,5703,8663,5283,14625
"Empleado (017)",29125,174,14,1066,5558,2877,5658,2954,10824
"Obrero (018)",1449,63,3,283,718,117,113,72,80
"Trabajador independiente (019)",27698,1691,21,6036,11008,2011,2272,1662,2997
"Empleador o patrono (020)",1597,43,1,182,506,120,162,199,384
"Trabajador familiar no remunerado (021)",4247,301,5,1059,1733,279,290,306,274
"Trabajador del hogar (022)",4643,154,27,1271,2568,299,168,90,66
,,,,,,,,,
"URBANA (024)",149075,2647,111,16725,54424,12827,16994,14133,31214
"Empleado (025)",61093,231,22,1805,13867,5982,10165,7380,21641
"Obrero (026)",13380,212,10,2554,7867,927,792,611,407
"Trabajador independiente (027)",59525,1801,38,9319,25944,4840,5071,4914,7598
"Empleador o patrono (028)",4092,47,1,310,1333,321,401,582,1097
"Trabajador familiar no remunerado (029)",6054,201,14,1397,2675,438,388,544,397
"Trabajador del hogar (030)",4931,155,26,1340,2738,319,177,102,74
"Hombres (032)",81917,572,42,7424,32794,7186,8398,8869,16632
"Empleado (033)",32189,67,8,765,8396,3132,4542,4437,10842
"Obrero (034)",11999,161,7,2301,7174,811,679,539,327
"Trabajador independiente (035)",32676,295,18,3619,15185,2858,2825,3259,4617
"Empleador o patrono (036)",2519,10,,137,834,201,240,383,714
"Trabajador familiar no remunerado (037)",2181,31,9,512,1004,162,101,239,123
"Trabajador del hogar (038)",353,8,,90,201,22,11,12,9
"Mujeres (040)",67158,2075,69,9301,21630,5641,8596,5264,14582
"Empleado (041)",28904,164,14,1040,5471,2850,5623,2943,10799
"Obrero (042)",1381,51,3,253,693,116,113,72,80
"Trabajador independiente (043)",26849,1506,20,5700,10759,1982,2246,1655,2981
"Empleador o patrono (044)",1573,37,1,173,499,120,161,199,383
"Trabajador familiar no remunerado (045)",3873,170,5,885,1671,276,287,305,274
"Trabajador del hogar (046)",4578,147,26,1250,2537,297,166,90,65
,,,,,,,,,
"RURAL (048)",5439,610,6,2135,2147,186,169,73,113
"Empleado (049)",565,14,,63,262,63,79,28,56
"Obrero (050)",898,47,1,305,499,25,9,9,3
"Trabajador independiente (051)",3142,383,2,1410,1114,86,69,32,46
"Empleador o patrono (052)",94,6,,38,36,2,5,1,6
"Trabajador familiar no remunerado (053)",666,153,2,296,198,8,5,3,1
"Trabajador del hogar (054)",74,7,1,23,38,2,2,,1
"Hombres (056)",3838,259,4,1539,1686,124,102,54,70
"Empleado (057)",344,4,,37,175,36,44,17,31
"Obrero (058)",830,35,1,275,474,24,9,9,3
"Trabajador independiente (059)",2293,198,1,1074,865,57,43,25,30
"Empleador o patrono (060)",70,,,29,29,2,4,1,5
"Trabajador familiar no remunerado (061)",292,22,2,122,136,5,2,2,1
"Trabajador del hogar (062)",9,,,2,7,,,,
"Mujeres (064)",1601,351,2,596,461,62,67,19,43
"Empleado (065)",221,10,,26,87,27,35,11,25
"Obrero (066)",68,12,,30,25,1,,,
"Trabajador independiente (067)",849,185,1,336,249,29,26,7,16
"Empleador o patrono (068)",24,6,,9,7,,1,,1
"Trabajador familiar no remunerado (069)",374,131,,174,62,3,3,1,
"Trabajador del hogar (070)",65,7,1,21,31,2,2,,1
