"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHACHAPOYAS (000)",18809,935,16,8086,4587,647,2436,502,1600
"Empleado (001)",4705,13,,218,762,298,1822,313,1279
"Obrero (002)",2356,120,1,1226,804,71,89,25,20
"Trabajador independiente (003)",8257,518,5,4679,2056,206,428,127,238
"Empleador o patrono (004)",467,19,,176,154,16,36,17,49
"Trabajador familiar no remunerado (005)",2336,209,10,1438,573,32,43,18,13
"Trabajador del hogar (006)",688,56,,349,238,24,18,2,1
"Hombres (008)",12213,447,8,5643,3266,402,1174,297,976
"Empleado (009)",2470,3,,112,506,164,786,164,735
"Obrero (010)",2039,82,1,1041,733,62,76,25,19
"Trabajador independiente (011)",6073,279,3,3581,1536,142,267,85,180
"Empleador o patrono (012)",363,12,,136,123,15,28,12,37
"Trabajador familiar no remunerado (013)",1247,70,4,764,360,18,16,10,5
"Trabajador del hogar (014)",21,1,,9,8,1,1,1,
"Mujeres (016)",6596,488,8,2443,1321,245,1262,205,624
"Empleado (017)",2235,10,,106,256,134,1036,149,544
"Obrero (018)",317,38,,185,71,9,13,,1
"Trabajador independiente (019)",2184,239,2,1098,520,64,161,42,58
"Empleador o patrono (020)",104,7,,40,31,1,8,5,12
"Trabajador familiar no remunerado (021)",1089,139,6,674,213,14,27,8,8
"Trabajador del hogar (022)",667,55,,340,230,23,17,1,1
,,,,,,,,,
"URBANA (024)",13012,388,6,4137,3594,581,2282,479,1545
"Empleado (025)",4473,9,,198,722,271,1728,304,1241
"Obrero (026)",1623,49,,718,671,63,81,22,19
"Trabajador independiente (027)",4893,210,2,2274,1498,184,383,118,224
"Empleador o patrono (028)",384,9,,120,138,16,35,17,49
"Trabajador familiar no remunerado (029)",1055,69,4,548,346,23,38,16,11
"Trabajador del hogar (030)",584,42,,279,219,24,17,2,1
"Hombres (032)",7806,137,2,2555,2451,360,1081,282,938
"Empleado (033)",2347,2,,99,483,154,738,160,711
"Obrero (034)",1415,31,,609,611,55,69,22,18
"Trabajador independiente (035)",3256,75,1,1533,1046,122,233,78,168
"Empleador o patrono (036)",294,6,,89,108,15,27,12,37
"Trabajador familiar no remunerado (037)",476,23,1,217,196,13,13,9,4
"Trabajador del hogar (038)",18,,,8,7,1,1,1,
"Mujeres (040)",5206,251,4,1582,1143,221,1201,197,607
"Empleado (041)",2126,7,,99,239,117,990,144,530
"Obrero (042)",208,18,,109,60,8,12,,1
"Trabajador independiente (043)",1637,135,1,741,452,62,150,40,56
"Empleador o patrono (044)",90,3,,31,30,1,8,5,12
"Trabajador familiar no remunerado (045)",579,46,3,331,150,10,25,7,7
"Trabajador del hogar (046)",566,42,,271,212,23,16,1,1
,,,,,,,,,
"RURAL (048)",5797,547,10,3949,993,66,154,23,55
"Empleado (049)",232,4,,20,40,27,94,9,38
"Obrero (050)",733,71,1,508,133,8,8,3,1
"Trabajador independiente (051)",3364,308,3,2405,558,22,45,9,14
"Empleador o patrono (052)",83,10,,56,16,,1,,
"Trabajador familiar no remunerado (053)",1281,140,6,890,227,9,5,2,2
"Trabajador del hogar (054)",104,14,,70,19,,1,,
"Hombres (056)",4407,310,6,3088,815,42,93,15,38
"Empleado (057)",123,1,,13,23,10,48,4,24
"Obrero (058)",624,51,1,432,122,7,7,3,1
"Trabajador independiente (059)",2817,204,2,2048,490,20,34,7,12
"Empleador o patrono (060)",69,6,,47,15,,1,,
"Trabajador familiar no remunerado (061)",771,47,3,547,164,5,3,1,1
"Trabajador del hogar (062)",3,1,,1,1,,,,
"Mujeres (064)",1390,237,4,861,178,24,61,8,17
"Empleado (065)",109,3,,7,17,17,46,5,14
"Obrero (066)",109,20,,76,11,1,1,,
"Trabajador independiente (067)",547,104,1,357,68,2,11,2,2
"Empleador o patrono (068)",14,4,,9,1,,,,
"Trabajador familiar no remunerado (069)",510,93,3,343,63,4,2,1,1
"Trabajador del hogar (070)",101,13,,69,18,,1,,
