"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUACAYBAMBA (000)",13239,2780,2203,2356,2196,1380,2324
"Conviviente (001)",3998,69,713,1334,1019,443,420
"Separado(a) (002)",284,7,43,72,71,34,57
"Casado(a) (003)",3587,11,104,522,933,763,1254
"Viudo(a) (004)",660,,10,14,53,87,496
"Divorciado(a) (005)",27,,2,1,4,5,15
"Soltero(a) (006)",4683,2693,1331,413,116,48,82
"Hombres (008)",6585,1460,1134,1104,1088,688,1111
"Conviviente (009)",1939,24,252,623,548,242,250
"Separado(a) (010)",69,4,5,10,17,15,18
"Casado(a) (011)",1761,5,28,197,451,379,701
"Viudo(a) (012)",128,,2,4,8,19,95
"Divorciado(a) (013)",12,,,1,3,2,6
"Soltero(a) (014)",2676,1427,847,269,61,31,41
"Mujeres (016)",6654,1320,1069,1252,1108,692,1213
"Conviviente (017)",2059,45,461,711,471,201,170
"Separado(a) (018)",215,3,38,62,54,19,39
"Casado(a) (019)",1826,6,76,325,482,384,553
"Viudo(a) (020)",532,,8,10,45,68,401
"Divorciado(a) (021)",15,,2,,1,3,9
"Soltero(a) (022)",2007,1266,484,144,55,17,41
,,,,,,,
"URBANA (024)",2590,522,413,481,483,293,398
"Conviviente (025)",639,10,107,226,170,75,51
"Separado(a) (026)",50,2,3,15,17,2,11
"Casado(a) (027)",845,2,22,124,260,192,245
"Viudo(a) (028)",98,,1,3,8,12,74
"Divorciado(a) (029)",7,,,,1,2,4
"Soltero(a) (030)",951,508,280,113,27,10,13
"Hombres (032)",1313,264,221,226,243,162,197
"Conviviente (033)",318,7,29,108,94,47,33
"Separado(a) (034)",13,2,,2,4,,5
"Casado(a) (035)",425,1,7,47,129,104,137
"Viudo(a) (036)",23,,,1,2,4,16
"Divorciado(a) (037)",3,,,,1,1,1
"Soltero(a) (038)",531,254,185,68,13,6,5
"Mujeres (040)",1277,258,192,255,240,131,201
"Conviviente (041)",321,3,78,118,76,28,18
"Separado(a) (042)",37,,3,13,13,2,6
"Casado(a) (043)",420,1,15,77,131,88,108
"Viudo(a) (044)",75,,1,2,6,8,58
"Divorciado(a) (045)",4,,,,,1,3
"Soltero(a) (046)",420,254,95,45,14,4,8
,,,,,,,
"RURAL (048)",10649,2258,1790,1875,1713,1087,1926
"Conviviente (049)",3359,59,606,1108,849,368,369
"Separado(a) (050)",234,5,40,57,54,32,46
"Casado(a) (051)",2742,9,82,398,673,571,1009
"Viudo(a) (052)",562,,9,11,45,75,422
"Divorciado(a) (053)",20,,2,1,3,3,11
"Soltero(a) (054)",3732,2185,1051,300,89,38,69
"Hombres (056)",5272,1196,913,878,845,526,914
"Conviviente (057)",1621,17,223,515,454,195,217
"Separado(a) (058)",56,2,5,8,13,15,13
"Casado(a) (059)",1336,4,21,150,322,275,564
"Viudo(a) (060)",105,,2,3,6,15,79
"Divorciado(a) (061)",9,,,1,2,1,5
"Soltero(a) (062)",2145,1173,662,201,48,25,36
"Mujeres (064)",5377,1062,877,997,868,561,1012
"Conviviente (065)",1738,42,383,593,395,173,152
"Separado(a) (066)",178,3,35,49,41,17,33
"Casado(a) (067)",1406,5,61,248,351,296,445
"Viudo(a) (068)",457,,7,8,39,60,343
"Divorciado(a) (069)",11,,2,,1,2,6
"Soltero(a) (070)",1587,1012,389,99,41,13,33
