"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CHINCHEROS (000)",44166,12844,11548,8667,6885,4222
"Hombres (001)",21911,6537,5752,4228,3383,2011
"Mujeres (002)",22255,6307,5796,4439,3502,2211
"PEA (003)",12310,172,3504,4471,3120,1043
"Hombres (004)",9746,137,2701,3448,2560,900
"Mujeres (005)",2564,35,803,1023,560,143
"Ocupada (006)",11857,163,3272,4332,3063,1027
"Hombres (007)",9377,131,2525,3331,2506,884
"Mujeres (008)",2480,32,747,1001,557,143
"Desocupada (009)",453,9,232,139,57,16
"Hombres (010)",369,6,176,117,54,16
"Mujeres (011)",84,3,56,22,3,
"No PEA (012)",31856,12672,8044,4196,3765,3179
"Hombres (013)",12165,6400,3051,780,823,1111
"Mujeres (014)",19691,6272,4993,3416,2942,2068
,,,,,,
"URBANA (018)",14322,4075,3708,3312,2152,1075
"Hombres (019)",7062,2022,1801,1634,1098,507
"Mujeres (020)",7260,2053,1907,1678,1054,568
"PEA (021)",4962,71,1308,2095,1185,303
"Hombres (022)",3391,45,860,1389,862,235
"Mujeres (023)",1571,26,448,706,323,68
"Ocupada (024)",4796,67,1224,2041,1165,299
"Hombres (025)",3258,43,797,1344,843,231
"Mujeres (026)",1538,24,427,697,322,68
"Desocupada (027)",166,4,84,54,20,4
"Hombres (028)",133,2,63,45,19,4
"Mujeres (029)",33,2,21,9,1,
"No PEA (030)",9360,4004,2400,1217,967,772
"Hombres (031)",3671,1977,941,245,236,272
"Mujeres (032)",5689,2027,1459,972,731,500
,,,,,,
"RURAL (036)",29844,8769,7840,5355,4733,3147
"Hombres (037)",14849,4515,3951,2594,2285,1504
"Mujeres (038)",14995,4254,3889,2761,2448,1643
"PEA (039)",7348,101,2196,2376,1935,740
"Hombres (040)",6355,92,1841,2059,1698,665
"Mujeres (041)",993,9,355,317,237,75
"Ocupada (042)",7061,96,2048,2291,1898,728
"Hombres (043)",6119,88,1728,1987,1663,653
"Mujeres (044)",942,8,320,304,235,75
"Desocupada (045)",287,5,148,85,37,12
"Hombres (046)",236,4,113,72,35,12
"Mujeres (047)",51,1,35,13,2,
"No PEA (048)",22496,8668,5644,2979,2798,2407
"Hombres (049)",8494,4423,2110,535,587,839
"Mujeres (050)",14002,4245,3534,2444,2211,1568
