"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia JORGE BASADRE (000)",5571,238,8,916,2073,367,692,307,970
"Empleado (001)",1527,3,,55,338,98,292,108,633
"Obrero (002)",2371,77,5,418,1164,159,244,110,194
"Trabajador independiente (003)",984,86,1,285,337,57,83,54,81
"Empleador o patrono (004)",178,14,,40,41,15,26,12,30
"Trabajador familiar no remunerado (005)",426,57,2,103,151,24,40,19,30
"Trabajador del hogar (006)",85,1,,15,42,14,7,4,2
"Hombres (008)",4053,75,6,596,1587,273,543,243,730
"Empleado (009)",1095,1,,42,252,67,205,75,453
"Obrero (010)",2070,38,5,331,1040,143,235,102,176
"Trabajador independiente (011)",593,26,1,171,193,41,58,44,59
"Empleador o patrono (012)",128,4,,26,24,12,23,12,27
"Trabajador familiar no remunerado (013)",159,6,,25,71,10,22,10,15
"Trabajador del hogar (014)",8,,,1,7,,,,
"Mujeres (016)",1518,163,2,320,486,94,149,64,240
"Empleado (017)",432,2,,13,86,31,87,33,180
"Obrero (018)",301,39,,87,124,16,9,8,18
"Trabajador independiente (019)",391,60,,114,144,16,25,10,22
"Empleador o patrono (020)",50,10,,14,17,3,3,,3
"Trabajador familiar no remunerado (021)",267,51,2,78,80,14,18,9,15
"Trabajador del hogar (022)",77,1,,14,35,14,7,4,2
,,,,,,,,,
"URBANA (024)",3363,52,2,403,1262,201,473,175,795
"Empleado (025)",1264,2,,27,260,70,241,82,582
"Obrero (026)",1488,20,2,220,745,94,184,68,155
"Trabajador independiente (027)",384,23,,104,156,17,31,16,37
"Empleador o patrono (028)",37,,,6,13,3,2,2,11
"Trabajador familiar no remunerado (029)",113,6,,31,54,3,8,3,8
"Trabajador del hogar (030)",77,1,,15,34,14,7,4,2
"Hombres (032)",2552,16,2,271,996,150,375,135,607
"Empleado (033)",936,,,22,208,51,175,59,421
"Obrero (034)",1358,11,2,184,685,87,179,64,146
"Trabajador independiente (035)",190,5,,53,74,9,16,9,24
"Empleador o patrono (036)",25,,,3,8,2,1,2,9
"Trabajador familiar no remunerado (037)",39,,,8,18,1,4,1,7
"Trabajador del hogar (038)",4,,,1,3,,,,
"Mujeres (040)",811,36,,132,266,51,98,40,188
"Empleado (041)",328,2,,5,52,19,66,23,161
"Obrero (042)",130,9,,36,60,7,5,4,9
"Trabajador independiente (043)",194,18,,51,82,8,15,7,13
"Empleador o patrono (044)",12,,,3,5,1,1,,2
"Trabajador familiar no remunerado (045)",74,6,,23,36,2,4,2,1
"Trabajador del hogar (046)",73,1,,14,31,14,7,4,2
,,,,,,,,,
"RURAL (048)",2208,186,6,513,811,166,219,132,175
"Empleado (049)",263,1,,28,78,28,51,26,51
"Obrero (050)",883,57,3,198,419,65,60,42,39
"Trabajador independiente (051)",600,63,1,181,181,40,52,38,44
"Empleador o patrono (052)",141,14,,34,28,12,24,10,19
"Trabajador familiar no remunerado (053)",313,51,2,72,97,21,32,16,22
"Trabajador del hogar (054)",8,,,,8,,,,
"Hombres (056)",1501,59,4,325,591,123,168,108,123
"Empleado (057)",159,1,,20,44,16,30,16,32
"Obrero (058)",712,27,3,147,355,56,56,38,30
"Trabajador independiente (059)",403,21,1,118,119,32,42,35,35
"Empleador o patrono (060)",103,4,,23,16,10,22,10,18
"Trabajador familiar no remunerado (061)",120,6,,17,53,9,18,9,8
"Trabajador del hogar (062)",4,,,,4,,,,
"Mujeres (064)",707,127,2,188,220,43,51,24,52
"Empleado (065)",104,,,8,34,12,21,10,19
"Obrero (066)",171,30,,51,64,9,4,4,9
"Trabajador independiente (067)",197,42,,63,62,8,10,3,9
"Empleador o patrono (068)",38,10,,11,12,2,2,,1
"Trabajador familiar no remunerado (069)",193,45,2,55,44,12,14,7,14
"Trabajador del hogar (070)",4,,,,4,,,,
