"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia TAYACAJA",,,
"Viviendas particulares (001)",5846,5309,537
"Ocupantes presentes (002)",25282,23089,2193
"Casa independiente",,,
"Viviendas particulares (004)",5667,5139,528
"Ocupantes presentes (005)",24394,22242,2152
"Departamento en edificio",,,
"Viviendas particulares (007)",3,3,
"Ocupantes presentes (008)",12,12,
"Vivienda en quinta",,,
"Viviendas particulares (010)",73,72,1
"Ocupantes presentes (011)",330,317,13
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",93,86,7
"Ocupantes presentes (014)",531,505,26
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (019)",3,2,1
"Ocupantes presentes (020)",8,6,2
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",7,7,
"Ocupantes presentes (023)",7,7,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",3068,2760,308
"Ocupantes presentes (029)",13258,12044,1214
"Casa independiente",,,
"Viviendas particulares (031)",2890,2591,299
"Ocupantes presentes (032)",12371,11198,1173
"Departamento en edificio",,,
"Viviendas particulares (034)",3,3,
"Ocupantes presentes (035)",12,12,
"Vivienda en quinta",,,
"Viviendas particulares (037)",73,72,1
"Ocupantes presentes (038)",330,317,13
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",93,86,7
"Ocupantes presentes (041)",531,505,26
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",3,2,1
"Ocupantes presentes (047)",8,6,2
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",6,6,
"Ocupantes presentes (050)",6,6,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",2778,2549,229
"Ocupantes presentes (056)",12024,11045,979
"Casa independiente",,,
"Viviendas particulares (058)",2777,2548,229
"Ocupantes presentes (059)",12023,11044,979
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,1,
"Ocupantes presentes (077)",1,1,
"Otro tipo",,,
